wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,265,-,-,0.07,0,0,0,372,0,0,1292,273,1018,1,t00,2023-10-05
dolnośląskie,-,-,22,-,-,0.08,0,0,0,20,0,0,72,22,50,0,t02,2023-10-05
kujawsko-pomorskie,-,-,13,-,-,0.06,0,0,0,19,0,0,84,13,71,0,t04,2023-10-05
lubelskie,-,-,22,-,-,0.1,0,0,0,26,0,0,68,23,45,0,t06,2023-10-05
lubuskie,-,-,9,-,-,0.09,0,0,0,13,0,0,19,9,10,0,t08,2023-10-05
łódzkie,-,-,10,-,-,0.04,0,0,0,14,0,0,26,10,16,0,t10,2023-10-05
małopolskie,-,-,20,-,-,0.06,0,0,0,45,0,0,72,20,52,0,t12,2023-10-05
mazowieckie,-,-,53,-,-,0.1,0,0,0,50,0,0,419,55,364,0,t14,2023-10-05
opolskie,-,-,6,-,-,0.06,0,0,0,4,0,0,50,6,44,0,t16,2023-10-05
podkarpackie,-,-,6,-,-,0.03,0,0,0,18,0,0,37,6,31,0,t18,2023-10-05
podlaskie,-,-,23,-,-,0.2,0,0,0,20,0,0,55,23,32,0,t20,2023-10-05
pomorskie,-,-,9,-,-,0.04,0,0,0,17,0,0,53,9,44,0,t22,2023-10-05
śląskie,-,-,21,-,-,0.05,0,0,0,38,0,0,81,21,60,0,t24,2023-10-05
świętokrzyskie,-,-,12,-,-,0.1,0,0,0,4,0,0,14,12,2,0,t26,2023-10-05
warmińsko-mazurskie,-,-,12,-,-,0.08,0,0,0,27,0,0,43,12,30,1,t28,2023-10-05
wielkopolskie,-,-,9,-,-,0.03,0,0,0,19,0,0,38,11,27,0,t30,2023-10-05
zachodniopomorskie,-,-,17,-,-,0.1,0,0,0,35,0,0,78,19,59,0,t32,2023-10-05
