wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2126,-,-,0.55,1,0,1,1891,0,0,4308,2199,2107,2,t00,2024-09-20
dolnośląskie,-,-,85,-,-,0.29,0,0,0,63,0,0,176,86,90,0,t02,2024-09-20
kujawsko-pomorskie,-,-,185,-,-,0.89,0,0,0,178,0,0,322,188,134,0,t04,2024-09-20
lubelskie,-,-,265,-,-,1.26,0,0,0,263,0,0,437,276,161,0,t06,2024-09-20
lubuskie,-,-,46,-,-,0.46,0,0,0,30,0,0,75,46,29,0,t08,2024-09-20
łódzkie,-,-,105,-,-,0.43,0,0,0,98,0,0,183,106,77,0,t10,2024-09-20
małopolskie,-,-,160,-,-,0.47,0,0,0,169,0,0,326,167,159,0,t12,2024-09-20
mazowieckie,-,-,395,-,-,0.73,0,0,0,293,0,0,935,403,532,0,t14,2024-09-20
opolskie,-,-,17,-,-,0.17,1,0,1,21,0,0,64,17,46,1,t16,2024-09-20
podkarpackie,-,-,140,-,-,0.66,0,0,0,144,0,0,263,146,117,0,t18,2024-09-20
podlaskie,-,-,114,-,-,0.97,0,0,0,103,0,0,209,117,92,0,t20,2024-09-20
pomorskie,-,-,66,-,-,0.28,0,0,0,83,0,0,275,84,190,1,t22,2024-09-20
śląskie,-,-,177,-,-,0.39,0,0,0,165,0,0,370,182,188,0,t24,2024-09-20
świętokrzyskie,-,-,80,-,-,0.65,0,0,0,50,0,0,101,82,19,0,t26,2024-09-20
warmińsko-mazurskie,-,-,83,-,-,0.58,0,0,0,76,0,0,141,85,56,0,t28,2024-09-20
wielkopolskie,-,-,114,-,-,0.33,0,0,0,84,0,0,199,114,85,0,t30,2024-09-20
zachodniopomorskie,-,-,79,-,-,0.47,0,0,0,68,0,0,142,80,62,0,t32,2024-09-20
