wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2724,-,-,0.71,17,8,9,2685,0,0,9916,2934,6953,29,t00,2023-03-22
dolnośląskie,-,-,191,-,-,0.66,1,1,0,115,0,0,512,201,309,2,t02,2023-03-22
kujawsko-pomorskie,-,-,185,-,-,0.89,1,0,1,256,0,0,674,189,481,4,t04,2023-03-22
lubelskie,-,-,179,-,-,0.85,1,0,1,141,0,0,897,194,701,2,t06,2023-03-22
lubuskie,-,-,58,-,-,0.57,0,0,0,41,0,0,187,58,129,0,t08,2023-03-22
łódzkie,-,-,148,-,-,0.6,2,1,1,171,0,0,474,157,313,4,t10,2023-03-22
małopolskie,-,-,191,-,-,0.56,0,0,0,217,0,0,554,200,353,1,t12,2023-03-22
mazowieckie,-,-,471,-,-,0.87,1,1,0,396,0,0,1492,502,990,0,t14,2023-03-22
opolskie,-,-,78,-,-,0.8,0,0,0,50,0,0,358,91,266,1,t16,2023-03-22
podkarpackie,-,-,108,-,-,0.51,2,1,1,170,0,0,517,109,408,0,t18,2023-03-22
podlaskie,-,-,102,-,-,0.87,1,0,1,120,0,0,365,115,250,0,t20,2023-03-22
pomorskie,-,-,141,-,-,0.6,4,0,4,165,0,0,647,156,490,1,t22,2023-03-22
śląskie,-,-,229,-,-,0.51,1,1,0,265,0,0,894,259,628,7,t24,2023-03-22
świętokrzyskie,-,-,113,-,-,0.92,0,0,0,68,0,0,247,114,132,1,t26,2023-03-22
warmińsko-mazurskie,-,-,101,-,-,0.71,3,3,0,124,0,0,603,127,476,0,t28,2023-03-22
wielkopolskie,-,-,205,-,-,0.59,0,0,0,176,0,0,543,222,319,2,t30,2023-03-22
zachodniopomorskie,-,-,188,-,-,1.11,0,0,0,209,0,0,633,193,436,4,t32,2023-03-22
