wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,763,-,-,0.2,11,5,6,1526,0,0,4275,797,3474,4,t00,2024-01-17
dolnośląskie,-,-,33,-,-,0.11,2,0,2,54,0,0,197,35,162,0,t02,2024-01-17
kujawsko-pomorskie,-,-,52,-,-,0.25,1,0,1,101,0,0,347,54,291,2,t04,2024-01-17
lubelskie,-,-,95,-,-,0.45,0,0,0,159,0,0,313,103,209,1,t06,2024-01-17
lubuskie,-,-,20,-,-,0.2,0,0,0,15,0,0,114,20,94,0,t08,2024-01-17
łódzkie,-,-,32,-,-,0.13,1,1,0,90,0,0,153,33,120,0,t10,2024-01-17
małopolskie,-,-,67,-,-,0.2,1,1,0,171,0,0,347,71,276,0,t12,2024-01-17
mazowieckie,-,-,104,-,-,0.19,2,1,1,219,0,0,792,108,683,1,t14,2024-01-17
opolskie,-,-,14,-,-,0.14,1,0,1,9,0,0,78,15,63,0,t16,2024-01-17
podkarpackie,-,-,66,-,-,0.31,1,0,1,133,0,0,272,67,205,0,t18,2024-01-17
podlaskie,-,-,30,-,-,0.25,0,0,0,62,0,0,122,31,91,0,t20,2024-01-17
pomorskie,-,-,50,-,-,0.21,0,0,0,70,0,0,410,50,360,0,t22,2024-01-17
śląskie,-,-,68,-,-,0.15,1,1,0,182,0,0,433,70,363,0,t24,2024-01-17
świętokrzyskie,-,-,32,-,-,0.26,0,0,0,35,0,0,101,33,68,0,t26,2024-01-17
warmińsko-mazurskie,-,-,26,-,-,0.18,0,0,0,52,0,0,162,31,131,0,t28,2024-01-17
wielkopolskie,-,-,45,-,-,0.13,1,1,0,103,0,0,164,46,118,0,t30,2024-01-17
zachodniopomorskie,-,-,25,-,-,0.15,0,0,0,70,0,0,186,25,161,0,t32,2024-01-17
