wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,4071,-,-,1.06,26,13,13,3540,0,0,12023,4292,7709,22,t00,2023-03-14
dolnośląskie,-,-,207,-,-,0.71,0,0,0,149,0,0,611,218,392,1,t02,2023-03-14
kujawsko-pomorskie,-,-,323,-,-,1.56,1,1,0,296,0,0,867,338,526,3,t04,2023-03-14
lubelskie,-,-,257,-,-,1.22,4,2,2,201,0,0,842,272,567,3,t06,2023-03-14
lubuskie,-,-,101,-,-,1.0,0,0,0,78,0,0,245,101,143,1,t08,2023-03-14
łódzkie,-,-,253,-,-,1.03,0,0,0,248,0,0,863,270,590,3,t10,2023-03-14
małopolskie,-,-,296,-,-,0.87,0,0,0,310,0,0,744,304,438,2,t12,2023-03-14
mazowieckie,-,-,661,-,-,1.22,6,5,1,453,0,0,1786,690,1095,1,t14,2023-03-14
opolskie,-,-,84,-,-,0.86,1,0,1,66,0,0,374,89,284,1,t16,2023-03-14
podkarpackie,-,-,162,-,-,0.76,0,0,0,202,0,0,555,170,385,0,t18,2023-03-14
podlaskie,-,-,159,-,-,1.35,1,0,1,182,0,0,458,164,294,0,t20,2023-03-14
pomorskie,-,-,185,-,-,0.79,2,0,2,200,0,0,573,190,383,0,t22,2023-03-14
śląskie,-,-,449,-,-,1.0,10,5,5,428,0,0,1334,484,849,1,t24,2023-03-14
świętokrzyskie,-,-,152,-,-,1.24,1,0,1,91,0,0,321,158,163,0,t26,2023-03-14
warmińsko-mazurskie,-,-,207,-,-,1.46,0,0,0,216,0,0,664,232,432,0,t28,2023-03-14
wielkopolskie,-,-,309,-,-,0.88,0,0,0,222,0,0,776,332,440,4,t30,2023-03-14
zachodniopomorskie,-,-,229,-,-,1.35,0,0,0,198,0,0,578,233,345,0,t32,2023-03-14
