wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,458,-,-,0.12,3,1,2,552,0,0,1609,479,1126,4,t00,2023-10-20
dolnośląskie,-,-,27,-,-,0.09,0,0,0,37,0,0,88,27,61,0,t02,2023-10-20
kujawsko-pomorskie,-,-,19,-,-,0.09,0,0,0,26,0,0,79,19,60,0,t04,2023-10-20
lubelskie,-,-,37,-,-,0.18,0,0,0,63,0,0,106,39,67,0,t06,2023-10-20
lubuskie,-,-,9,-,-,0.09,0,0,0,7,0,0,22,10,12,0,t08,2023-10-20
łódzkie,-,-,15,-,-,0.06,1,1,0,19,0,0,45,15,30,0,t10,2023-10-20
małopolskie,-,-,39,-,-,0.11,0,0,0,65,0,0,123,40,83,0,t12,2023-10-20
mazowieckie,-,-,117,-,-,0.22,1,0,1,88,0,0,500,124,374,2,t14,2023-10-20
opolskie,-,-,12,-,-,0.12,0,0,0,5,0,0,36,12,24,0,t16,2023-10-20
podkarpackie,-,-,26,-,-,0.12,0,0,0,32,0,0,77,33,44,0,t18,2023-10-20
podlaskie,-,-,34,-,-,0.29,0,0,0,45,0,0,91,35,56,0,t20,2023-10-20
pomorskie,-,-,21,-,-,0.09,0,0,0,25,0,0,61,21,40,0,t22,2023-10-20
śląskie,-,-,24,-,-,0.05,0,0,0,49,0,0,101,24,77,0,t24,2023-10-20
świętokrzyskie,-,-,17,-,-,0.14,0,0,0,7,0,0,23,17,6,0,t26,2023-10-20
warmińsko-mazurskie,-,-,7,-,-,0.05,0,0,0,15,0,0,22,8,14,0,t28,2023-10-20
wielkopolskie,-,-,25,-,-,0.07,1,0,1,30,0,0,84,26,56,2,t30,2023-10-20
zachodniopomorskie,-,-,26,-,-,0.15,0,0,0,38,0,0,87,26,61,0,t32,2023-10-20
