wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,3633,-,-,0.95,14,7,7,3132,0,0,10241,3915,6303,23,t00,2023-03-10
dolnośląskie,-,-,154,-,-,0.53,0,0,0,110,0,0,442,163,278,1,t02,2023-03-10
kujawsko-pomorskie,-,-,233,-,-,1.13,2,1,1,273,0,0,658,243,415,0,t04,2023-03-10
lubelskie,-,-,309,-,-,1.47,0,0,0,221,0,0,762,329,432,1,t06,2023-03-10
lubuskie,-,-,71,-,-,0.7,1,1,0,61,0,0,250,75,175,0,t08,2023-03-10
łódzkie,-,-,235,-,-,0.96,0,0,0,218,0,0,603,241,361,1,t10,2023-03-10
małopolskie,-,-,378,-,-,1.11,0,0,0,352,0,0,851,389,461,1,t12,2023-03-10
mazowieckie,-,-,517,-,-,0.95,7,3,4,378,0,0,1486,556,928,2,t14,2023-03-10
opolskie,-,-,88,-,-,0.9,0,0,0,50,0,0,352,99,252,1,t16,2023-03-10
podkarpackie,-,-,183,-,-,0.86,1,1,0,216,0,0,557,193,364,0,t18,2023-03-10
podlaskie,-,-,143,-,-,1.22,0,0,0,134,0,0,361,166,193,2,t20,2023-03-10
pomorskie,-,-,142,-,-,0.61,0,0,0,166,0,0,464,152,311,1,t22,2023-03-10
śląskie,-,-,426,-,-,0.94,0,0,0,378,0,0,1217,460,755,2,t24,2023-03-10
świętokrzyskie,-,-,138,-,-,1.12,1,0,1,89,0,0,280,143,137,0,t26,2023-03-10
warmińsko-mazurskie,-,-,170,-,-,1.2,1,1,0,158,0,0,587,209,372,6,t28,2023-03-10
wielkopolskie,-,-,312,-,-,0.89,1,0,1,184,0,0,713,344,365,4,t30,2023-03-10
zachodniopomorskie,-,-,98,-,-,0.58,0,0,0,142,0,0,415,107,307,1,t32,2023-03-10
