wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2997,-,-,0.78,25,10,15,2634,0,0,6391,3128,3255,8,t00,2023-12-15
dolnośląskie,-,-,192,-,-,0.66,1,1,0,128,0,0,358,205,153,0,t02,2023-12-15
kujawsko-pomorskie,-,-,262,-,-,1.27,0,0,0,230,0,0,533,266,265,2,t04,2023-12-15
lubelskie,-,-,276,-,-,1.31,1,0,1,223,0,0,540,310,229,1,t06,2023-12-15
lubuskie,-,-,114,-,-,1.13,1,1,0,66,0,0,237,117,120,0,t08,2023-12-15
łódzkie,-,-,149,-,-,0.61,1,1,0,117,0,0,264,149,115,0,t10,2023-12-15
małopolskie,-,-,174,-,-,0.51,1,0,1,219,0,0,377,181,196,0,t12,2023-12-15
mazowieckie,-,-,412,-,-,0.76,4,1,3,332,0,0,1097,424,672,1,t14,2023-12-15
opolskie,-,-,64,-,-,0.65,2,0,2,54,0,0,124,64,60,0,t16,2023-12-15
podkarpackie,-,-,166,-,-,0.78,2,2,0,171,0,0,330,171,159,0,t18,2023-12-15
podlaskie,-,-,108,-,-,0.92,0,0,0,100,0,0,253,114,138,1,t20,2023-12-15
pomorskie,-,-,96,-,-,0.41,1,0,1,111,0,0,229,97,131,1,t22,2023-12-15
śląskie,-,-,316,-,-,0.7,4,1,3,297,0,0,679,325,353,1,t24,2023-12-15
świętokrzyskie,-,-,77,-,-,0.63,2,0,2,78,0,0,140,80,60,0,t26,2023-12-15
warmińsko-mazurskie,-,-,147,-,-,1.03,3,3,0,126,0,0,291,153,138,0,t28,2023-12-15
wielkopolskie,-,-,234,-,-,0.67,1,0,1,186,0,0,351,238,113,0,t30,2023-12-15
zachodniopomorskie,-,-,179,-,-,1.06,1,0,1,193,0,0,388,186,202,0,t32,2023-12-15
