wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,993,-,-,0.26,12,2,10,1390,0,0,6736,1089,5637,10,t00,2023-04-17
dolnośląskie,-,-,74,-,-,0.26,0,0,0,80,0,0,408,89,318,1,t02,2023-04-17
kujawsko-pomorskie,-,-,43,-,-,0.21,2,0,2,81,0,0,327,49,278,0,t04,2023-04-17
lubelskie,-,-,104,-,-,0.49,1,0,1,98,0,0,755,111,643,1,t06,2023-04-17
lubuskie,-,-,28,-,-,0.28,0,0,0,34,0,0,142,30,112,0,t08,2023-04-17
łódzkie,-,-,53,-,-,0.22,0,0,0,102,0,0,298,56,242,0,t10,2023-04-17
małopolskie,-,-,82,-,-,0.24,0,0,0,124,0,0,435,85,350,0,t12,2023-04-17
mazowieckie,-,-,123,-,-,0.23,2,1,1,174,0,0,997,138,856,3,t14,2023-04-17
opolskie,-,-,7,-,-,0.07,0,0,0,11,0,0,215,7,208,0,t16,2023-04-17
podkarpackie,-,-,82,-,-,0.39,0,0,0,128,0,0,475,90,383,2,t18,2023-04-17
podlaskie,-,-,51,-,-,0.43,1,0,1,70,0,0,297,54,242,1,t20,2023-04-17
pomorskie,-,-,48,-,-,0.2,0,0,0,74,0,0,324,48,276,0,t22,2023-04-17
śląskie,-,-,72,-,-,0.16,0,0,0,127,0,0,589,76,512,1,t24,2023-04-17
świętokrzyskie,-,-,40,-,-,0.33,0,0,0,26,0,0,141,46,95,0,t26,2023-04-17
warmińsko-mazurskie,-,-,37,-,-,0.26,1,0,1,68,0,0,325,38,287,0,t28,2023-04-17
wielkopolskie,-,-,70,-,-,0.2,4,1,3,72,0,0,284,73,211,0,t30,2023-04-17
zachodniopomorskie,-,-,64,-,-,0.38,1,0,1,116,0,0,372,67,305,0,t32,2023-04-17
