wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,327,-,-,0.09,3,0,3,1331,0,0,3661,339,3317,5,t00,2024-02-07
dolnośląskie,-,-,14,-,-,0.05,0,0,0,51,0,0,200,14,186,0,t02,2024-02-07
kujawsko-pomorskie,-,-,24,-,-,0.12,0,0,0,73,0,0,217,24,192,1,t04,2024-02-07
lubelskie,-,-,29,-,-,0.14,0,0,0,96,0,0,218,29,189,0,t06,2024-02-07
lubuskie,-,-,14,-,-,0.14,0,0,0,31,0,0,76,15,61,0,t08,2024-02-07
łódzkie,-,-,19,-,-,0.08,1,0,1,87,0,0,178,19,159,0,t10,2024-02-07
małopolskie,-,-,33,-,-,0.1,0,0,0,172,0,0,291,33,258,0,t12,2024-02-07
mazowieckie,-,-,57,-,-,0.11,0,0,0,179,0,0,723,61,662,0,t14,2024-02-07
opolskie,-,-,4,-,-,0.04,0,0,0,14,0,0,68,4,64,0,t16,2024-02-07
podkarpackie,-,-,25,-,-,0.12,0,0,0,96,0,0,189,28,161,0,t18,2024-02-07
podlaskie,-,-,11,-,-,0.09,0,0,0,56,0,0,119,12,107,0,t20,2024-02-07
pomorskie,-,-,5,-,-,0.02,0,0,0,62,0,0,185,5,180,0,t22,2024-02-07
śląskie,-,-,27,-,-,0.06,0,0,0,199,0,0,504,27,477,0,t24,2024-02-07
świętokrzyskie,-,-,10,-,-,0.08,0,0,0,48,0,0,92,11,81,0,t26,2024-02-07
warmińsko-mazurskie,-,-,10,-,-,0.07,0,0,0,35,0,0,137,10,124,3,t28,2024-02-07
wielkopolskie,-,-,27,-,-,0.08,2,0,2,55,0,0,162,27,134,1,t30,2024-02-07
zachodniopomorskie,-,-,16,-,-,0.09,0,0,0,75,0,0,182,17,165,0,t32,2024-02-07
