wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,330,-,-,0.09,7,0,7,694,0,0,2010,340,1665,5,t00,2024-11-05
dolnośląskie,-,-,11,-,-,0.04,0,0,0,31,0,0,76,11,64,1,t02,2024-11-05
kujawsko-pomorskie,-,-,25,-,-,0.12,0,0,0,39,0,0,181,25,152,4,t04,2024-11-05
lubelskie,-,-,33,-,-,0.16,0,0,0,89,0,0,151,34,117,0,t06,2024-11-05
lubuskie,-,-,5,-,-,0.05,0,0,0,7,0,0,29,5,24,0,t08,2024-11-05
łódzkie,-,-,9,-,-,0.04,0,0,0,24,0,0,59,9,50,0,t10,2024-11-05
małopolskie,-,-,24,-,-,0.07,3,0,3,61,0,0,163,25,138,0,t12,2024-11-05
mazowieckie,-,-,67,-,-,0.12,0,0,0,66,0,0,495,70,425,0,t14,2024-11-05
opolskie,-,-,7,-,-,0.07,0,0,0,4,0,0,45,7,38,0,t16,2024-11-05
podkarpackie,-,-,13,-,-,0.06,0,0,0,49,0,0,84,13,71,0,t18,2024-11-05
podlaskie,-,-,30,-,-,0.25,0,0,0,70,0,0,114,31,83,0,t20,2024-11-05
pomorskie,-,-,14,-,-,0.06,0,0,0,38,0,0,81,14,67,0,t22,2024-11-05
śląskie,-,-,30,-,-,0.07,3,0,3,98,0,0,202,30,172,0,t24,2024-11-05
świętokrzyskie,-,-,11,-,-,0.09,1,0,1,18,0,0,33,12,21,0,t26,2024-11-05
warmińsko-mazurskie,-,-,12,-,-,0.08,0,0,0,47,0,0,68,12,56,0,t28,2024-11-05
wielkopolskie,-,-,16,-,-,0.05,0,0,0,30,0,0,82,18,64,0,t30,2024-11-05
zachodniopomorskie,-,-,17,-,-,0.1,0,0,0,22,0,0,80,17,63,0,t32,2024-11-05
