wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,2954,-,-,0.77,8,2,6,2625,0,0,5922,3039,2875,8,t00,2023-12-07
dolnośląskie,-,-,175,-,-,0.6,1,0,1,109,0,0,285,183,101,1,t02,2023-12-07
kujawsko-pomorskie,-,-,244,-,-,1.18,0,0,0,219,0,0,554,253,299,2,t04,2023-12-07
lubelskie,-,-,233,-,-,1.11,1,0,1,233,0,0,446,248,197,1,t06,2023-12-07
lubuskie,-,-,82,-,-,0.81,1,0,1,65,0,0,179,82,95,2,t08,2023-12-07
łódzkie,-,-,131,-,-,0.53,0,0,0,159,0,0,285,134,151,0,t10,2023-12-07
małopolskie,-,-,205,-,-,0.6,0,0,0,217,0,0,353,209,144,0,t12,2023-12-07
mazowieckie,-,-,481,-,-,0.89,0,0,0,397,0,0,1128,488,640,0,t14,2023-12-07
opolskie,-,-,79,-,-,0.81,0,0,0,58,0,0,162,84,78,0,t16,2023-12-07
podkarpackie,-,-,164,-,-,0.77,0,0,0,147,0,0,284,171,113,0,t18,2023-12-07
podlaskie,-,-,112,-,-,0.95,1,0,1,86,0,0,212,115,97,0,t20,2023-12-07
pomorskie,-,-,98,-,-,0.42,1,1,0,73,0,0,208,99,109,0,t22,2023-12-07
śląskie,-,-,302,-,-,0.67,2,1,1,293,0,0,591,307,283,1,t24,2023-12-07
świętokrzyskie,-,-,89,-,-,0.72,0,0,0,66,0,0,125,89,36,0,t26,2023-12-07
warmińsko-mazurskie,-,-,107,-,-,0.75,0,0,0,111,0,0,199,112,87,0,t28,2023-12-07
wielkopolskie,-,-,267,-,-,0.76,0,0,0,224,0,0,417,272,144,1,t30,2023-12-07
zachodniopomorskie,-,-,155,-,-,0.92,1,0,1,164,0,0,340,161,179,0,t32,2023-12-07
