wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,146,-,-,0.04,1,0,1,317,0,0,3529,172,3348,9,t00,2023-05-10
dolnośląskie,-,-,1,-,-,0.0,0,0,0,9,0,0,91,6,85,0,t02,2023-05-10
kujawsko-pomorskie,-,-,8,-,-,0.04,0,0,0,27,0,0,150,9,140,1,t04,2023-05-10
lubelskie,-,-,12,-,-,0.06,0,0,0,20,0,0,343,12,331,0,t06,2023-05-10
lubuskie,-,-,4,-,-,0.04,0,0,0,6,0,0,88,4,84,0,t08,2023-05-10
łódzkie,-,-,9,-,-,0.04,0,0,0,27,0,0,160,12,147,1,t10,2023-05-10
małopolskie,-,-,8,-,-,0.02,0,0,0,30,0,0,193,8,185,0,t12,2023-05-10
mazowieckie,-,-,17,-,-,0.03,0,0,0,47,0,0,613,19,591,3,t14,2023-05-10
opolskie,-,-,3,-,-,0.03,0,0,0,3,0,0,172,3,168,1,t16,2023-05-10
podkarpackie,-,-,11,-,-,0.05,0,0,0,12,0,0,215,14,201,0,t18,2023-05-10
podlaskie,-,-,14,-,-,0.12,1,0,1,18,0,0,104,14,89,1,t20,2023-05-10
pomorskie,-,-,6,-,-,0.03,0,0,0,14,0,0,186,8,178,0,t22,2023-05-10
śląskie,-,-,13,-,-,0.03,0,0,0,31,0,0,323,15,307,1,t24,2023-05-10
świętokrzyskie,-,-,7,-,-,0.06,0,0,0,8,0,0,88,8,80,0,t26,2023-05-10
warmińsko-mazurskie,-,-,8,-,-,0.06,0,0,0,23,0,0,306,10,296,0,t28,2023-05-10
wielkopolskie,-,-,9,-,-,0.03,0,0,0,8,0,0,134,11,123,0,t30,2023-05-10
zachodniopomorskie,-,-,12,-,-,0.07,0,0,0,33,0,0,183,15,168,0,t32,2023-05-10
