wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,27,-,-,0.01,0,0,0,2,0,0,536,29,506,1,t00,2024-10-27
dolnośląskie,-,-,1,-,-,0.0,0,0,0,0,0,0,3,1,2,0,t02,2024-10-27
kujawsko-pomorskie,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t04,2024-10-27
lubelskie,-,-,0,-,-,0.0,0,0,0,0,0,0,5,0,5,0,t06,2024-10-27
lubuskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t08,2024-10-27
łódzkie,-,-,3,-,-,0.01,0,0,0,1,0,0,11,3,8,0,t10,2024-10-27
małopolskie,-,-,6,-,-,0.02,0,0,0,0,0,0,48,7,41,0,t12,2024-10-27
mazowieckie,-,-,3,-,-,0.01,0,0,0,0,0,0,315,3,312,0,t14,2024-10-27
opolskie,-,-,1,-,-,0.01,0,0,0,0,0,0,2,1,1,0,t16,2024-10-27
podkarpackie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t18,2024-10-27
podlaskie,-,-,3,-,-,0.03,0,0,0,0,0,0,24,3,21,0,t20,2024-10-27
pomorskie,-,-,1,-,-,0.0,0,0,0,0,0,0,18,1,17,0,t22,2024-10-27
śląskie,-,-,3,-,-,0.01,0,0,0,0,0,0,20,3,17,0,t24,2024-10-27
świętokrzyskie,-,-,3,-,-,0.02,0,0,0,1,0,0,20,4,15,1,t26,2024-10-27
warmińsko-mazurskie,-,-,0,-,-,0.0,0,0,0,0,0,0,2,0,2,0,t28,2024-10-27
wielkopolskie,-,-,1,-,-,0.0,0,0,0,0,0,0,19,1,18,0,t30,2024-10-27
zachodniopomorskie,-,-,1,-,-,0.01,0,0,0,0,0,0,3,1,2,0,t32,2024-10-27
