wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,213,-,-,0.06,1,0,1,339,0,0,1021,218,803,0,t00,2023-09-21
dolnośląskie,-,-,15,-,-,0.05,0,0,0,14,0,0,24,15,9,0,t02,2023-09-21
kujawsko-pomorskie,-,-,7,-,-,0.03,1,0,1,15,0,0,32,8,24,0,t04,2023-09-21
lubelskie,-,-,16,-,-,0.08,0,0,0,29,0,0,44,19,25,0,t06,2023-09-21
lubuskie,-,-,1,-,-,0.01,0,0,0,5,0,0,13,1,12,0,t08,2023-09-21
łódzkie,-,-,7,-,-,0.03,0,0,0,14,0,0,26,7,19,0,t10,2023-09-21
małopolskie,-,-,20,-,-,0.06,0,0,0,62,0,0,79,20,59,0,t12,2023-09-21
mazowieckie,-,-,54,-,-,0.1,0,0,0,57,0,0,407,55,352,0,t14,2023-09-21
opolskie,-,-,8,-,-,0.08,0,0,0,5,0,0,54,8,46,0,t16,2023-09-21
podkarpackie,-,-,7,-,-,0.03,0,0,0,19,0,0,36,7,29,0,t18,2023-09-21
podlaskie,-,-,14,-,-,0.12,0,0,0,20,0,0,40,14,26,0,t20,2023-09-21
pomorskie,-,-,7,-,-,0.03,0,0,0,11,0,0,31,7,24,0,t22,2023-09-21
śląskie,-,-,14,-,-,0.03,0,0,0,26,0,0,71,14,57,0,t24,2023-09-21
świętokrzyskie,-,-,6,-,-,0.05,0,0,0,4,0,0,9,6,3,0,t26,2023-09-21
warmińsko-mazurskie,-,-,7,-,-,0.05,0,0,0,13,0,0,24,7,17,0,t28,2023-09-21
wielkopolskie,-,-,17,-,-,0.05,0,0,0,28,0,0,52,17,35,0,t30,2023-09-21
zachodniopomorskie,-,-,7,-,-,0.04,0,0,0,16,0,0,42,7,35,0,t32,2023-09-21
