wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,194,-,-,0.05,4,3,1,1083,0,0,3184,214,2967,3,t00,2024-02-15
dolnośląskie,-,-,14,-,-,0.05,0,0,0,35,0,0,178,15,162,1,t02,2024-02-15
kujawsko-pomorskie,-,-,13,-,-,0.06,0,0,0,83,0,0,152,14,138,0,t04,2024-02-15
lubelskie,-,-,19,-,-,0.09,0,0,0,69,0,0,143,21,122,0,t06,2024-02-15
lubuskie,-,-,4,-,-,0.04,0,0,0,17,0,0,74,4,70,0,t08,2024-02-15
łódzkie,-,-,11,-,-,0.04,1,1,0,63,0,0,132,12,120,0,t10,2024-02-15
małopolskie,-,-,8,-,-,0.02,0,0,0,104,0,0,186,8,178,0,t12,2024-02-15
mazowieckie,-,-,49,-,-,0.09,1,0,1,186,0,0,690,49,641,0,t14,2024-02-15
opolskie,-,-,4,-,-,0.04,0,0,0,2,0,0,57,4,53,0,t16,2024-02-15
podkarpackie,-,-,9,-,-,0.04,0,0,0,60,0,0,127,9,118,0,t18,2024-02-15
podlaskie,-,-,8,-,-,0.07,0,0,0,60,0,0,116,8,108,0,t20,2024-02-15
pomorskie,-,-,7,-,-,0.03,0,0,0,55,0,0,189,7,182,0,t22,2024-02-15
śląskie,-,-,18,-,-,0.04,1,1,0,148,0,0,513,19,494,0,t24,2024-02-15
świętokrzyskie,-,-,4,-,-,0.03,0,0,0,12,0,0,44,4,40,0,t26,2024-02-15
warmińsko-mazurskie,-,-,5,-,-,0.04,1,1,0,81,0,0,143,5,138,0,t28,2024-02-15
wielkopolskie,-,-,10,-,-,0.03,0,0,0,40,0,0,114,11,102,1,t30,2024-02-15
zachodniopomorskie,-,-,8,-,-,0.05,0,0,0,67,0,0,188,8,179,1,t32,2024-02-15
