wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,482,-,-,0.13,1,0,1,406,0,0,1225,499,726,0,t00,2024-07-31
dolnośląskie,-,-,27,-,-,0.09,0,0,0,23,0,0,47,27,20,0,t02,2024-07-31
kujawsko-pomorskie,-,-,33,-,-,0.16,0,0,0,21,0,0,61,36,25,0,t04,2024-07-31
lubelskie,-,-,42,-,-,0.2,0,0,0,44,0,0,76,42,34,0,t06,2024-07-31
lubuskie,-,-,6,-,-,0.06,1,0,1,5,0,0,15,6,9,0,t08,2024-07-31
łódzkie,-,-,15,-,-,0.06,0,0,0,16,0,0,26,15,11,0,t10,2024-07-31
małopolskie,-,-,42,-,-,0.12,0,0,0,41,0,0,76,42,34,0,t12,2024-07-31
mazowieckie,-,-,79,-,-,0.15,0,0,0,68,0,0,415,80,335,0,t14,2024-07-31
opolskie,-,-,9,-,-,0.09,0,0,0,6,0,0,30,9,21,0,t16,2024-07-31
podkarpackie,-,-,18,-,-,0.08,0,0,0,17,0,0,37,18,19,0,t18,2024-07-31
podlaskie,-,-,34,-,-,0.29,0,0,0,31,0,0,49,35,14,0,t20,2024-07-31
pomorskie,-,-,32,-,-,0.14,0,0,0,22,0,0,53,34,19,0,t22,2024-07-31
śląskie,-,-,42,-,-,0.09,0,0,0,40,0,0,108,42,66,0,t24,2024-07-31
świętokrzyskie,-,-,9,-,-,0.07,0,0,0,7,0,0,13,10,3,0,t26,2024-07-31
warmińsko-mazurskie,-,-,21,-,-,0.15,0,0,0,9,0,0,38,22,16,0,t28,2024-07-31
wielkopolskie,-,-,33,-,-,0.09,0,0,0,20,0,0,57,33,24,0,t30,2024-07-31
zachodniopomorskie,-,-,34,-,-,0.2,0,0,0,35,0,0,96,38,58,0,t32,2024-07-31
