wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1410,-,-,0.37,8,0,8,1182,0,0,3184,1465,1718,1,t00,2023-11-17
dolnośląskie,-,-,72,-,-,0.25,0,0,0,61,0,0,150,77,72,1,t02,2023-11-17
kujawsko-pomorskie,-,-,95,-,-,0.46,0,0,0,86,0,0,214,104,110,0,t04,2023-11-17
lubelskie,-,-,148,-,-,0.7,0,0,0,115,0,0,279,154,125,0,t06,2023-11-17
lubuskie,-,-,30,-,-,0.3,0,0,0,28,0,0,63,30,33,0,t08,2023-11-17
łódzkie,-,-,47,-,-,0.19,0,0,0,67,0,0,120,47,73,0,t10,2023-11-17
małopolskie,-,-,87,-,-,0.25,0,0,0,96,0,0,199,89,110,0,t12,2023-11-17
mazowieckie,-,-,215,-,-,0.4,5,0,5,158,0,0,645,222,423,0,t14,2023-11-17
opolskie,-,-,25,-,-,0.25,0,0,0,16,0,0,63,25,38,0,t16,2023-11-17
podkarpackie,-,-,60,-,-,0.28,0,0,0,60,0,0,116,61,55,0,t18,2023-11-17
podlaskie,-,-,113,-,-,0.96,0,0,0,73,0,0,195,116,79,0,t20,2023-11-17
pomorskie,-,-,87,-,-,0.37,1,0,1,56,0,0,214,89,125,0,t22,2023-11-17
śląskie,-,-,114,-,-,0.25,0,0,0,115,0,0,249,115,134,0,t24,2023-11-17
świętokrzyskie,-,-,41,-,-,0.33,0,0,0,31,0,0,53,41,12,0,t26,2023-11-17
warmińsko-mazurskie,-,-,70,-,-,0.49,0,0,0,60,0,0,120,79,41,0,t28,2023-11-17
wielkopolskie,-,-,112,-,-,0.32,2,0,2,81,0,0,226,117,109,0,t30,2023-11-17
zachodniopomorskie,-,-,69,-,-,0.41,0,0,0,78,0,0,165,70,95,0,t32,2023-11-17
