wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1590,-,-,0.41,39,32,7,1334,0,0,3544,1669,1871,4,t00,2023-11-22
dolnośląskie,-,-,125,-,-,0.43,6,6,0,77,0,0,234,128,106,0,t02,2023-11-22
kujawsko-pomorskie,-,-,99,-,-,0.48,1,1,0,98,0,0,254,99,154,1,t04,2023-11-22
lubelskie,-,-,166,-,-,0.79,0,0,0,160,0,0,366,184,182,0,t06,2023-11-22
lubuskie,-,-,55,-,-,0.54,1,0,1,34,0,0,95,57,38,0,t08,2023-11-22
łódzkie,-,-,54,-,-,0.22,19,19,0,48,0,0,97,55,42,0,t10,2023-11-22
małopolskie,-,-,101,-,-,0.3,0,0,0,118,0,0,217,107,110,0,t12,2023-11-22
mazowieckie,-,-,213,-,-,0.39,2,1,1,142,0,0,687,219,467,1,t14,2023-11-22
opolskie,-,-,41,-,-,0.42,0,0,0,23,0,0,104,43,61,0,t16,2023-11-22
podkarpackie,-,-,70,-,-,0.33,0,0,0,57,0,0,144,78,66,0,t18,2023-11-22
podlaskie,-,-,89,-,-,0.76,0,0,0,81,0,0,173,90,83,0,t20,2023-11-22
pomorskie,-,-,65,-,-,0.28,0,0,0,69,0,0,149,65,84,0,t22,2023-11-22
śląskie,-,-,161,-,-,0.36,3,3,0,167,0,0,331,169,161,1,t24,2023-11-22
świętokrzyskie,-,-,55,-,-,0.45,3,1,2,45,0,0,64,55,9,0,t26,2023-11-22
warmińsko-mazurskie,-,-,77,-,-,0.54,1,0,1,62,0,0,134,79,55,0,t28,2023-11-22
wielkopolskie,-,-,122,-,-,0.35,3,1,2,83,0,0,209,142,66,1,t30,2023-11-22
zachodniopomorskie,-,-,85,-,-,0.5,0,0,0,69,0,0,188,86,102,0,t32,2023-11-22
