wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,416,-,-,0.11,1,0,1,1365,0,0,3819,439,3378,2,t00,2024-02-02
dolnośląskie,-,-,18,-,-,0.06,0,0,0,36,0,0,190,18,172,0,t02,2024-02-02
kujawsko-pomorskie,-,-,25,-,-,0.12,0,0,0,84,0,0,235,26,209,0,t04,2024-02-02
lubelskie,-,-,54,-,-,0.26,0,0,0,125,0,0,256,57,199,0,t06,2024-02-02
lubuskie,-,-,8,-,-,0.08,0,0,0,34,0,0,99,8,91,0,t08,2024-02-02
łódzkie,-,-,26,-,-,0.11,1,0,1,88,0,0,203,28,175,0,t10,2024-02-02
małopolskie,-,-,29,-,-,0.08,0,0,0,147,0,0,318,30,288,0,t12,2024-02-02
mazowieckie,-,-,42,-,-,0.08,0,0,0,142,0,0,635,42,593,0,t14,2024-02-02
opolskie,-,-,17,-,-,0.17,0,0,0,9,0,0,80,17,63,0,t16,2024-02-02
podkarpackie,-,-,46,-,-,0.22,0,0,0,159,0,0,300,54,246,0,t18,2024-02-02
podlaskie,-,-,11,-,-,0.09,0,0,0,51,0,0,136,11,125,0,t20,2024-02-02
pomorskie,-,-,18,-,-,0.08,0,0,0,63,0,0,174,18,156,0,t22,2024-02-02
śląskie,-,-,36,-,-,0.08,0,0,0,207,0,0,454,37,416,1,t24,2024-02-02
świętokrzyskie,-,-,17,-,-,0.14,0,0,0,45,0,0,102,17,85,0,t26,2024-02-02
warmińsko-mazurskie,-,-,18,-,-,0.13,0,0,0,57,0,0,113,20,93,0,t28,2024-02-02
wielkopolskie,-,-,22,-,-,0.06,0,0,0,47,0,0,213,22,190,1,t30,2024-02-02
zachodniopomorskie,-,-,22,-,-,0.13,0,0,0,71,0,0,180,24,156,0,t32,2024-02-02
