wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1350,-,-,0.35,4,0,4,1390,0,0,5935,1437,4489,9,t00,2023-02-10
dolnośląskie,-,-,76,-,-,0.26,0,0,0,78,0,0,278,83,194,1,t02,2023-02-10
kujawsko-pomorskie,-,-,81,-,-,0.39,0,0,0,98,0,0,311,86,223,2,t04,2023-02-10
lubelskie,-,-,95,-,-,0.45,0,0,0,97,0,0,433,97,335,1,t06,2023-02-10
lubuskie,-,-,31,-,-,0.31,1,0,1,48,0,0,118,33,85,0,t08,2023-02-10
łódzkie,-,-,86,-,-,0.35,1,0,1,97,0,0,377,90,286,1,t10,2023-02-10
małopolskie,-,-,113,-,-,0.33,0,0,0,149,0,0,394,120,274,0,t12,2023-02-10
mazowieckie,-,-,221,-,-,0.41,0,0,0,157,0,0,1045,227,817,1,t14,2023-02-10
opolskie,-,-,35,-,-,0.36,0,0,0,32,0,0,224,40,184,0,t16,2023-02-10
podkarpackie,-,-,49,-,-,0.23,1,0,1,41,0,0,180,51,129,0,t18,2023-02-10
podlaskie,-,-,23,-,-,0.2,0,0,0,38,0,0,144,25,119,0,t20,2023-02-10
pomorskie,-,-,55,-,-,0.23,0,0,0,66,0,0,296,57,239,0,t22,2023-02-10
śląskie,-,-,265,-,-,0.59,0,0,0,277,0,0,758,277,479,2,t24,2023-02-10
świętokrzyskie,-,-,35,-,-,0.28,1,0,1,16,0,0,115,39,76,0,t26,2023-02-10
warmińsko-mazurskie,-,-,34,-,-,0.24,0,0,0,42,0,0,294,45,249,0,t28,2023-02-10
wielkopolskie,-,-,68,-,-,0.19,0,0,0,49,0,0,285,73,211,1,t30,2023-02-10
zachodniopomorskie,-,-,57,-,-,0.34,0,0,0,104,0,0,439,58,381,0,t32,2023-02-10
