wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,161,-,-,0.04,0,0,0,5,0,0,2016,195,1815,6,t00,2023-04-08
dolnośląskie,-,-,7,-,-,0.02,0,0,0,0,0,0,72,10,62,0,t02,2023-04-08
kujawsko-pomorskie,-,-,6,-,-,0.03,0,0,0,0,0,0,50,7,43,0,t04,2023-04-08
lubelskie,-,-,20,-,-,0.1,0,0,0,0,0,0,278,24,254,0,t06,2023-04-08
lubuskie,-,-,1,-,-,0.01,0,0,0,0,0,0,28,1,27,0,t08,2023-04-08
łódzkie,-,-,10,-,-,0.04,0,0,0,0,0,0,98,10,88,0,t10,2023-04-08
małopolskie,-,-,14,-,-,0.04,0,0,0,0,0,0,109,15,94,0,t12,2023-04-08
mazowieckie,-,-,27,-,-,0.05,0,0,0,1,0,0,452,29,422,1,t14,2023-04-08
opolskie,-,-,7,-,-,0.07,0,0,0,0,0,0,32,7,24,1,t16,2023-04-08
podkarpackie,-,-,4,-,-,0.02,0,0,0,0,0,0,87,9,78,0,t18,2023-04-08
podlaskie,-,-,6,-,-,0.05,0,0,0,0,0,0,55,7,48,0,t20,2023-04-08
pomorskie,-,-,7,-,-,0.03,0,0,0,0,0,0,101,10,91,0,t22,2023-04-08
śląskie,-,-,10,-,-,0.02,0,0,0,0,0,0,182,10,172,0,t24,2023-04-08
świętokrzyskie,-,-,9,-,-,0.07,0,0,0,0,0,0,60,10,50,0,t26,2023-04-08
warmińsko-mazurskie,-,-,5,-,-,0.04,0,0,0,0,0,0,78,7,70,1,t28,2023-04-08
wielkopolskie,-,-,10,-,-,0.03,0,0,0,4,0,0,80,10,68,2,t30,2023-04-08
zachodniopomorskie,-,-,8,-,-,0.05,0,0,0,0,0,0,80,13,67,0,t32,2023-04-08
