wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,346,-,-,0.09,1,0,1,425,0,0,1387,362,1021,4,t00,2023-10-13
dolnośląskie,-,-,30,-,-,0.1,0,0,0,35,0,0,78,30,48,0,t02,2023-10-13
kujawsko-pomorskie,-,-,21,-,-,0.1,0,0,0,24,0,0,79,22,57,0,t04,2023-10-13
lubelskie,-,-,37,-,-,0.18,0,0,0,36,0,0,83,38,44,1,t06,2023-10-13
lubuskie,-,-,10,-,-,0.1,0,0,0,7,0,0,25,11,14,0,t08,2023-10-13
łódzkie,-,-,17,-,-,0.07,0,0,0,17,0,0,61,17,44,0,t10,2023-10-13
małopolskie,-,-,24,-,-,0.07,0,0,0,52,0,0,90,24,65,1,t12,2023-10-13
mazowieckie,-,-,55,-,-,0.1,0,0,0,58,0,0,426,57,368,1,t14,2023-10-13
opolskie,-,-,12,-,-,0.12,0,0,0,8,0,0,47,13,34,0,t16,2023-10-13
podkarpackie,-,-,13,-,-,0.06,0,0,0,33,0,0,56,13,43,0,t18,2023-10-13
podlaskie,-,-,24,-,-,0.2,0,0,0,26,0,0,51,26,25,0,t20,2023-10-13
pomorskie,-,-,13,-,-,0.06,0,0,0,19,0,0,64,13,51,0,t22,2023-10-13
śląskie,-,-,30,-,-,0.07,0,0,0,43,0,0,101,31,70,0,t24,2023-10-13
świętokrzyskie,-,-,10,-,-,0.08,0,0,0,7,0,0,13,10,3,0,t26,2023-10-13
warmińsko-mazurskie,-,-,12,-,-,0.08,0,0,0,23,0,0,49,17,32,0,t28,2023-10-13
wielkopolskie,-,-,14,-,-,0.04,1,0,1,18,0,0,49,16,32,1,t30,2023-10-13
zachodniopomorskie,-,-,16,-,-,0.09,0,0,0,18,0,0,58,16,42,0,t32,2023-10-13
