wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,69,-,-,0.02,0,0,0,1,0,0,635,77,558,0,t00,2024-01-01
dolnośląskie,-,-,4,-,-,0.01,0,0,0,0,0,0,4,4,0,0,t02,2024-01-01
kujawsko-pomorskie,-,-,4,-,-,0.02,0,0,0,0,0,0,22,5,17,0,t04,2024-01-01
lubelskie,-,-,3,-,-,0.01,0,0,0,0,0,0,15,3,12,0,t06,2024-01-01
lubuskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t08,2024-01-01
łódzkie,-,-,0,-,-,0.0,0,0,0,0,0,0,7,0,7,0,t10,2024-01-01
małopolskie,-,-,4,-,-,0.01,0,0,0,0,0,0,28,8,20,0,t12,2024-01-01
mazowieckie,-,-,5,-,-,0.01,0,0,0,0,0,0,333,5,328,0,t14,2024-01-01
opolskie,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t16,2024-01-01
podkarpackie,-,-,13,-,-,0.06,0,0,0,0,0,0,21,14,7,0,t18,2024-01-01
podlaskie,-,-,5,-,-,0.04,0,0,0,1,0,0,50,5,45,0,t20,2024-01-01
pomorskie,-,-,4,-,-,0.02,0,0,0,0,0,0,37,4,33,0,t22,2024-01-01
śląskie,-,-,7,-,-,0.02,0,0,0,0,0,0,32,9,23,0,t24,2024-01-01
świętokrzyskie,-,-,3,-,-,0.02,0,0,0,0,0,0,7,3,4,0,t26,2024-01-01
warmińsko-mazurskie,-,-,3,-,-,0.02,0,0,0,0,0,0,11,3,8,0,t28,2024-01-01
wielkopolskie,-,-,7,-,-,0.02,0,0,0,0,0,0,14,7,7,0,t30,2024-01-01
zachodniopomorskie,-,-,3,-,-,0.02,0,0,0,0,0,0,8,3,5,0,t32,2024-01-01
