wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,144,-,-,0.04,4,0,4,278,0,0,2987,167,2809,11,t00,2023-05-12
dolnośląskie,-,-,5,-,-,0.02,0,0,0,20,0,0,95,7,87,1,t02,2023-05-12
kujawsko-pomorskie,-,-,6,-,-,0.03,0,0,0,15,0,0,99,6,92,1,t04,2023-05-12
lubelskie,-,-,11,-,-,0.05,0,0,0,18,0,0,306,14,290,2,t06,2023-05-12
lubuskie,-,-,2,-,-,0.02,0,0,0,5,0,0,41,2,39,0,t08,2023-05-12
łódzkie,-,-,4,-,-,0.02,0,0,0,11,0,0,129,5,123,1,t10,2023-05-12
małopolskie,-,-,8,-,-,0.02,0,0,0,27,0,0,150,9,141,0,t12,2023-05-12
mazowieckie,-,-,46,-,-,0.08,1,0,1,32,0,0,616,48,568,0,t14,2023-05-12
opolskie,-,-,2,-,-,0.02,0,0,0,4,0,0,157,2,154,1,t16,2023-05-12
podkarpackie,-,-,6,-,-,0.03,0,0,0,20,0,0,162,7,155,0,t18,2023-05-12
podlaskie,-,-,8,-,-,0.07,0,0,0,14,0,0,94,9,85,0,t20,2023-05-12
pomorskie,-,-,5,-,-,0.02,0,0,0,19,0,0,139,6,133,0,t22,2023-05-12
śląskie,-,-,8,-,-,0.02,0,0,0,40,0,0,253,10,240,3,t24,2023-05-12
świętokrzyskie,-,-,2,-,-,0.02,1,0,1,6,0,0,64,2,62,0,t26,2023-05-12
warmińsko-mazurskie,-,-,7,-,-,0.05,0,0,0,20,0,0,213,11,202,0,t28,2023-05-12
wielkopolskie,-,-,11,-,-,0.03,1,0,1,3,0,0,99,12,87,0,t30,2023-05-12
zachodniopomorskie,-,-,9,-,-,0.05,1,0,1,24,0,0,154,10,144,0,t32,2023-05-12
