wojewodztwo,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,-,-,1193,-,-,0.31,5,2,3,899,0,0,2433,1224,1207,2,t00,2024-08-21
dolnośląskie,-,-,61,-,-,0.21,0,0,0,32,0,0,117,63,54,0,t02,2024-08-21
kujawsko-pomorskie,-,-,135,-,-,0.65,1,0,1,96,0,0,228,136,92,0,t04,2024-08-21
lubelskie,-,-,139,-,-,0.66,0,0,0,106,0,0,241,141,100,0,t06,2024-08-21
lubuskie,-,-,12,-,-,0.12,0,0,0,9,0,0,22,12,10,0,t08,2024-08-21
łódzkie,-,-,43,-,-,0.18,0,0,0,38,0,0,78,46,32,0,t10,2024-08-21
małopolskie,-,-,88,-,-,0.26,0,0,0,57,0,0,160,88,72,0,t12,2024-08-21
mazowieckie,-,-,215,-,-,0.4,0,0,0,150,0,0,612,221,391,0,t14,2024-08-21
opolskie,-,-,21,-,-,0.21,0,0,0,6,0,0,46,22,24,0,t16,2024-08-21
podkarpackie,-,-,74,-,-,0.35,0,0,0,49,0,0,104,76,27,1,t18,2024-08-21
podlaskie,-,-,52,-,-,0.44,0,0,0,48,0,0,99,52,47,0,t20,2024-08-21
pomorskie,-,-,52,-,-,0.22,0,0,0,54,0,0,110,56,54,0,t22,2024-08-21
śląskie,-,-,74,-,-,0.16,0,0,0,81,0,0,160,75,84,1,t24,2024-08-21
świętokrzyskie,-,-,32,-,-,0.26,0,0,0,25,0,0,43,34,9,0,t26,2024-08-21
warmińsko-mazurskie,-,-,55,-,-,0.39,2,1,1,59,0,0,121,57,64,0,t28,2024-08-21
wielkopolskie,-,-,93,-,-,0.27,2,1,1,60,0,0,146,94,52,0,t30,2024-08-21
zachodniopomorskie,-,-,36,-,-,0.21,0,0,0,29,0,0,83,36,47,0,t32,2024-08-21
