wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,5007,1169,6176,1.31,0.3,1.61,28,6,22,6045,0,0,15688,6528,9099,61,t0000,2022-08-22
dolnośląskie,bolesławiecki,12,5,17,1.33,0.56,1.89,0,0,0,7,0,0,30,17,13,0,t0201,2022-08-22
dolnośląskie,dzierżoniowski,19,1,20,1.89,0.1,1.99,0,0,0,14,0,0,41,21,20,0,t0202,2022-08-22
dolnośląskie,głogowski,5,4,9,0.56,0.45,1.01,0,0,0,0,0,0,23,10,13,0,t0203,2022-08-22
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,3,0,0,5,1,4,0,t0204,2022-08-22
dolnośląskie,jaworski,7,0,7,1.4,0.0,1.4,0,0,0,4,0,0,12,7,5,0,t0205,2022-08-22
dolnośląskie,jeleniogórski,3,2,5,0.47,0.32,0.79,0,0,0,10,0,0,19,7,12,0,t0206,2022-08-22
dolnośląskie,kamiennogórski,6,0,6,1.39,0.0,1.39,0,0,0,2,0,0,6,6,0,0,t0207,2022-08-22
dolnośląskie,kłodzki,15,3,18,0.95,0.19,1.15,0,0,0,13,0,0,33,18,15,0,t0208,2022-08-22
dolnośląskie,legnicki,1,2,3,0.18,0.36,0.54,0,0,0,3,0,0,5,3,2,0,t0209,2022-08-22
dolnośląskie,lubański,9,2,11,1.66,0.37,2.03,0,0,0,17,0,0,24,12,11,1,t0210,2022-08-22
dolnośląskie,lubiński,10,0,10,0.94,0.0,0.94,0,0,0,13,0,0,23,11,12,0,t0211,2022-08-22
dolnośląskie,lwówecki,6,0,6,1.31,0.0,1.31,0,0,0,9,0,0,16,6,10,0,t0212,2022-08-22
dolnośląskie,milicki,7,0,7,1.9,0.0,1.9,0,0,0,5,0,0,9,7,2,0,t0213,2022-08-22
dolnośląskie,oleśnicki,7,3,10,0.65,0.28,0.93,0,0,0,5,0,0,32,10,21,1,t0214,2022-08-22
dolnośląskie,oławski,6,0,6,0.78,0.0,0.78,0,0,0,1,0,0,17,6,11,0,t0215,2022-08-22
dolnośląskie,polkowicki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,10,0,10,0,t0216,2022-08-22
dolnośląskie,strzeliński,6,2,8,1.38,0.46,1.84,0,0,0,5,0,0,13,8,5,0,t0217,2022-08-22
dolnośląskie,średzki,5,3,8,0.9,0.54,1.45,0,0,0,4,0,0,12,8,4,0,t0218,2022-08-22
