wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,678,208,886,0.18,0.05,0.23,7,1,6,2535,0,0,9879,991,8859,29,t0000,2022-12-19
dolnośląskie,bolesławiecki,1,3,4,0.11,0.33,0.44,0,0,0,4,0,0,13,4,9,0,t0201,2022-12-19
dolnośląskie,dzierżoniowski,3,1,4,0.3,0.1,0.4,0,0,0,3,0,0,9,4,5,0,t0202,2022-12-19
dolnośląskie,głogowski,3,0,3,0.34,0.0,0.34,0,0,0,1,0,0,40,4,36,0,t0203,2022-12-19
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,0,0,0,8,1,7,0,t0204,2022-12-19
dolnośląskie,jaworski,3,0,3,0.6,0.0,0.6,0,0,0,0,0,0,7,3,4,0,t0205,2022-12-19
dolnośląskie,jeleniogórski,0,1,1,0.0,0.16,0.16,0,0,0,3,0,0,9,1,8,0,t0206,2022-12-19
dolnośląskie,kamiennogórski,1,0,1,0.23,0.0,0.23,0,0,0,0,0,0,1,1,0,0,t0207,2022-12-19
dolnośląskie,kłodzki,0,0,0,0.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0,t0208,2022-12-19
dolnośląskie,legnicki,0,1,1,0.0,0.18,0.18,0,0,0,1,0,0,7,1,6,0,t0209,2022-12-19
dolnośląskie,lubański,1,0,1,0.18,0.0,0.18,0,0,0,5,0,0,5,1,4,0,t0210,2022-12-19
