wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt
Cały kraj,Cały kraj,-,-,9410,-,-,2.45,177,41,136,415,9657,156834,43731,10059,32741,931,t0000
dolnośląskie,bolesławiecki,-,-,5,-,-,0.56,0,0,0,0,20,408,51,6,43,2,t0201
dolnośląskie,dzierżoniowski,-,-,2,-,-,0.2,0,0,0,0,9,167,70,4,66,0,t0202
dolnośląskie,głogowski,-,-,23,-,-,2.59,0,0,0,0,11,231,66,24,42,0,t0203
dolnośląskie,górowski,-,-,8,-,-,2.31,0,0,0,2,5,118,33,8,25,0,t0204
dolnośląskie,jaworski,-,-,3,-,-,0.6,0,0,0,0,5,148,27,4,23,0,t0205
dolnośląskie,jeleniogórski,-,-,7,-,-,1.1,0,0,0,0,14,134,37,8,27,2,t0206
dolnośląskie,kamiennogórski,-,-,5,-,-,1.16,0,0,0,0,5,52,17,5,12,0,t0207
dolnośląskie,kłodzki,-,-,12,-,-,0.76,0,0,0,1,14,372,91,13,78,0,t0208
dolnośląskie,legnicki,-,-,3,-,-,0.54,0,0,0,0,7,152,17,3,14,0,t0209
dolnośląskie,lubański,-,-,20,-,-,3.7,0,0,0,1,12,250,55,21,32,2,t0210
dolnośląskie,lubiński,-,-,8,-,-,0.75,1,0,1,0,11,200,45,8,37,0,t0211
dolnośląskie,lwówecki,-,-,4,-,-,0.87,0,0,0,0,7,106,53,8,44,1,t0212
dolnośląskie,milicki,-,-,7,-,-,1.9,2,1,1,0,12,162,29,9,20,0,t0213
dolnośląskie,oleśnicki,-,-,14,-,-,1.3,0,0,0,3,20,297,66,15,49,2,t0214
dolnośląskie,oławski,-,-,13,-,-,1.69,0,0,0,0,8,366,58,14,44,0,t0215
dolnośląskie,polkowicki,-,-,10,-,-,1.59,0,0,0,0,9,150,41,10,31,0,t0216
dolnośląskie,strzeliński,-,-,0,-,-,0.0,0,0,0,0,1,165,18,0,18,0,t0217
dolnośląskie,średzki,-,-,9,-,-,1.63,0,0,0,1,10,186,40,9,30,1,t0218
dolnośląskie,świdnicki,-,-,15,-,-,0.96,0,0,0,2,42,669,88,15,72,1,t0219
dolnośląskie,trzebnicki,-,-,20,-,-,2.34,0,0,0,1,19,280,55,20,35,0,t0220
dolnośląskie,wałbrzyski,-,-,7,-,-,1.26,0,0,0,0,5,143,47,8,39,0,t0221
dolnośląskie,wołowski,-,-,12,-,-,2.57,0,0,0,0,3,202,41,13,28,0,t0222
dolnośląskie,wrocławski,-,-,29,-,-,1.88,0,0,0,1,33,692,131,29,102,0,t0223
dolnośląskie,ząbkowicki,-,-,10,-,-,1.55,0,0,0,0,9,183,56,11,43,2,t0224
dolnośląskie,zgorzelecki,-,-,32,-,-,3.6,0,0,0,1,11,332,79,33,46,0,t0225
dolnośląskie,złotoryjski,-,-,7,-,-,1.62,0,0,0,0,2,160,24,8,16,0,t0226
dolnośląskie,Jelenia Góra,-,-,6,-,-,0.76,0,0,0,0,13,210,36,6,30,0,t0261
dolnośląskie,Legnica,-,-,14,-,-,1.41,0,0,0,0,14,319,59,14,43,2,t0262
dolnośląskie,Wrocław,-,-,129,-,-,2.0,0,0,0,11,154,2639,591,138,444,9,t0264
dolnośląskie,Wałbrzych,-,-,25,-,-,2.26,1,0,1,0,9,313,139,26,113,0,t0265
kujawsko-pomorskie,aleksandrowski,-,-,14,-,-,2.55,0,0,0,2,19,196,66,19,46,1,t0401
kujawsko-pomorskie,brodnicki,-,-,20,-,-,2.53,1,0,1,1,21,384,52,23,29,0,t0402
kujawsko-pomorskie,bydgoski,-,-,78,-,-,6.53,0,0,0,11,73,1030,219,84,130,5,t0403
kujawsko-pomorskie,chełmiński,-,-,35,-,-,6.75,0,0,0,4,23,403,81,36,42,3,t0404
kujawsko-pomorskie,golubsko-dobrzyński,-,-,21,-,-,4.67,2,0,2,0,4,196,67,21,44,2,t0405
kujawsko-pomorskie,grudziądzki,-,-,17,-,-,4.23,1,1,0,1,21,368,46,17,25,4,t0406
kujawsko-pomorskie,inowrocławski,-,-,77,-,-,4.83,1,0,1,2,88,837,205,83,115,7,t0407
kujawsko-pomorskie,lipnowski,-,-,10,-,-,1.52,0,0,0,0,11,269,56,12,42,2,t0408
kujawsko-pomorskie,mogileński,-,-,9,-,-,1.98,0,0,0,0,15,179,36,9,24,3,t0409
kujawsko-pomorskie,nakielski,-,-,65,-,-,7.54,1,0,1,3,9,644,181,71,102,8,t0410
kujawsko-pomorskie,radziejowski,-,-,6,-,-,1.49,1,0,1,0,9,200,61,6,54,1,t0411
kujawsko-pomorskie,rypiński,-,-,10,-,-,2.3,0,0,0,0,9,123,34,11,21,2,t0412
kujawsko-pomorskie,sępoleński,-,-,15,-,-,3.67,0,0,0,0,11,287,56,16,39,1,t0413
kujawsko-pomorskie,świecki,-,-,36,-,-,3.64,1,0,1,0,59,717,112,37,72,3,t0414
kujawsko-pomorskie,toruński,-,-,78,-,-,7.16,0,0,0,2,50,772,196,85,106,5,t0415
kujawsko-pomorskie,tucholski,-,-,11,-,-,2.28,0,0,0,0,7,312,53,11,42,0,t0416
kujawsko-pomorskie,wąbrzeski,-,-,7,-,-,2.05,0,0,0,1,6,207,21,7,13,1,t0417
kujawsko-pomorskie,włocławski,-,-,11,-,-,1.28,0,0,0,0,29,368,70,11,58,1,t0418
kujawsko-pomorskie,żniński,-,-,41,-,-,5.85,2,0,2,3,32,548,111,43,63,5,t0419
kujawsko-pomorskie,Bydgoszcz,-,-,198,-,-,5.71,0,0,0,47,226,2487,720,220,471,29,t0461
kujawsko-pomorskie,Grudziądz,-,-,35,-,-,3.72,5,4,1,0,48,712,106,35,70,1,t0462
kujawsko-pomorskie,Toruń,-,-,110,-,-,5.47,1,0,1,13,102,1233,332,113,212,7,t0463
kujawsko-pomorskie,Włocławek,-,-,18,-,-,1.65,1,0,1,0,76,454,98,20,77,1,t0464
lubelskie,bialski,-,-,13,-,-,1.18,1,0,1,1,20,281,85,15,68,2,t0601
lubelskie,biłgorajski,-,-,4,-,-,0.4,0,0,0,0,5,200,48,5,43,0,t0602
lubelskie,chełmski,-,-,53,-,-,6.82,2,2,0,0,8,321,105,53,46,6,t0603
lubelskie,hrubieszowski,-,-,8,-,-,1.28,0,0,0,0,6,199,69,11,58,0,t0604
lubelskie,janowski,-,-,0,-,-,0.0,0,0,0,0,2,76,9,0,9,0,t0605
lubelskie,krasnostawski,-,-,17,-,-,2.7,0,0,0,4,5,354,46,18,28,0,t0606
lubelskie,kraśnicki,-,-,12,-,-,1.26,8,3,5,1,10,216,53,12,40,1,t0607
lubelskie,lubartowski,-,-,14,-,-,1.59,0,0,0,2,3,131,101,26,75,0,t0608
lubelskie,lubelski,-,-,31,-,-,1.99,0,0,0,1,25,530,141,36,105,0,t0609
lubelskie,łęczyński,-,-,10,-,-,1.75,0,0,0,0,15,223,58,11,47,0,t0610
lubelskie,łukowski,-,-,19,-,-,1.78,0,0,0,0,6,194,115,34,80,1,t0611
lubelskie,opolski,-,-,9,-,-,1.53,1,0,1,1,3,194,31,9,22,0,t0612
lubelskie,parczewski,-,-,5,-,-,1.45,0,0,0,0,2,68,56,10,46,0,t0613
lubelskie,puławski,-,-,35,-,-,3.1,0,0,0,0,25,383,116,38,75,3,t0614
lubelskie,radzyński,-,-,7,-,-,1.19,0,0,0,0,6,170,69,11,58,0,t0615
lubelskie,rycki,-,-,5,-,-,0.9,0,0,0,0,14,229,32,5,27,0,t0616
lubelskie,świdnicki,-,-,11,-,-,1.53,1,1,0,3,12,315,45,13,32,0,t0617
lubelskie,tomaszowski,-,-,3,-,-,0.36,0,0,0,1,4,238,37,3,34,0,t0618
lubelskie,włodawski,-,-,16,-,-,4.19,0,0,0,7,15,222,43,16,27,0,t0619
lubelskie,zamojski,-,-,6,-,-,0.57,0,0,0,0,5,204,44,6,38,0,t0620
lubelskie,Biała Podlaska,-,-,10,-,-,1.75,0,0,0,1,21,159,60,10,47,3,t0661
lubelskie,Chełm,-,-,16,-,-,2.6,1,1,0,0,11,205,54,16,38,0,t0662
lubelskie,Lublin,-,-,66,-,-,1.94,2,0,2,7,80,1277,336,69,267,0,t0663
lubelskie,Zamość,-,-,9,-,-,1.42,0,0,0,0,13,162,67,9,56,2,t0664
lubuskie,gorzowski,-,-,23,-,-,3.19,1,0,1,0,19,384,97,26,71,0,t0801
lubuskie,krośnieński,-,-,16,-,-,2.92,0,0,0,0,18,339,62,18,44,0,t0802
