wojewodztwo,powiat_miasto,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_przypadkow,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,-,-,2710,-,-,0.71,22,6,16,2992,0,0,6631,2819,3805,7,t0000,2023-12-27
dolnośląskie,bolesławiecki,-,-,15,-,-,1.67,0,0,0,4,0,0,29,15,14,0,t0201,2023-12-27
dolnośląskie,dzierżoniowski,-,-,14,-,-,1.39,0,0,0,0,0,0,17,14,3,0,t0202,2023-12-27
dolnośląskie,głogowski,-,-,12,-,-,1.35,0,0,0,2,0,0,30,12,18,0,t0203,2023-12-27
dolnośląskie,górowski,-,-,1,-,-,0.29,0,0,0,3,0,0,3,1,2,0,t0204,2023-12-27
dolnośląskie,jaworski,-,-,2,-,-,0.4,0,0,0,0,0,0,2,2,0,0,t0205,2023-12-27
dolnośląskie,jeleniogórski,-,-,1,-,-,0.16,0,0,0,1,0,0,4,1,3,0,t0206,2023-12-27
dolnośląskie,kamiennogórski,-,-,1,-,-,0.23,0,0,0,2,0,0,2,1,1,0,t0207,2023-12-27
dolnośląskie,kłodzki,-,-,8,-,-,0.51,0,0,0,1,0,0,12,10,2,0,t0208,2023-12-27
dolnośląskie,legnicki,-,-,1,-,-,0.18,0,0,0,1,0,0,2,1,1,0,t0209,2023-12-27
dolnośląskie,lubański,-,-,0,-,-,0.0,0,0,0,0,0,0,1,0,1,0,t0210,2023-12-27
dolnośląskie,lubiński,-,-,2,-,-,0.19,0,0,0,1,0,0,2,2,0,0,t0211,2023-12-27
dolnośląskie,lwówecki,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t0212,2023-12-27
dolnośląskie,milicki,-,-,13,-,-,3.52,0,0,0,10,0,0,14,13,1,0,t0213,2023-12-27
dolnośląskie,oleśnicki,-,-,4,-,-,0.37,0,0,0,2,0,0,5,4,1,0,t0214,2023-12-27
dolnośląskie,oławski,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t0215,2023-12-27
dolnośląskie,polkowicki,-,-,2,-,-,0.32,0,0,0,0,0,0,4,2,2,0,t0216,2023-12-27
dolnośląskie,strzeliński,-,-,3,-,-,0.69,0,0,0,0,0,0,7,3,4,0,t0217,2023-12-27
dolnośląskie,średzki,-,-,2,-,-,0.36,0,0,0,0,0,0,4,2,2,0,t0218,2023-12-27
dolnośląskie,świdnicki,-,-,10,-,-,0.64,0,0,0,1,0,0,21,10,11,0,t0219,2023-12-27
dolnośląskie,trzebnicki,-,-,0,-,-,0.0,0,0,0,2,0,0,3,0,3,0,t0220,2023-12-27
dolnośląskie,wałbrzyski,-,-,2,-,-,0.36,0,0,0,1,0,0,5,4,1,0,t0221,2023-12-27
dolnośląskie,wołowski,-,-,0,-,-,0.0,0,0,0,0,0,0,0,0,0,0,t0222,2023-12-27
dolnośląskie,wrocławski,-,-,9,-,-,0.58,1,1,0,3,0,0,16,9,7,0,t0223,2023-12-27
dolnośląskie,ząbkowicki,-,-,4,-,-,0.62,0,0,0,3,0,0,6,4,2,0,t0224,2023-12-27
dolnośląskie,zgorzelecki,-,-,9,-,-,1.01,0,0,0,25,0,0,26,10,16,0,t0225,2023-12-27
dolnośląskie,złotoryjski,-,-,1,-,-,0.23,0,0,0,0,0,0,4,1,3,0,t0226,2023-12-27
dolnośląskie,Jelenia Góra,-,-,1,-,-,0.13,0,0,0,5,0,0,10,1,9,0,t0261,2023-12-27
dolnośląskie,Legnica,-,-,3,-,-,0.3,0,0,0,2,0,0,7,3,4,0,t0262,2023-12-27
dolnośląskie,Wrocław,-,-,68,-,-,1.06,0,0,0,28,0,0,128,69,59,0,t0264,2023-12-27
dolnośląskie,Wałbrzych,-,-,1,-,-,0.09,0,0,0,0,0,0,7,3,4,0,t0265,2023-12-27
kujawsko-pomorskie,aleksandrowski,-,-,0,-,-,0.0,0,0,0,0,0,0,2,0,2,0,t0401,2023-12-27
kujawsko-pomorskie,brodnicki,-,-,2,-,-,0.25,0,0,0,1,0,0,2,2,0,0,t0402,2023-12-27
kujawsko-pomorskie,bydgoski,-,-,3,-,-,0.25,0,0,0,8,0,0,22,3,19,0,t0403,2023-12-27
kujawsko-pomorskie,chełmiński,-,-,2,-,-,0.39,0,0,0,11,0,0,16,2,14,0,t0404,2023-12-27
kujawsko-pomorskie,golubsko-dobrzyński,-,-,5,-,-,1.11,0,0,0,4,0,0,10,5,5,0,t0405,2023-12-27
kujawsko-pomorskie,grudziądzki,-,-,5,-,-,1.24,0,0,0,8,0,0,11,6,5,0,t0406,2023-12-27
kujawsko-pomorskie,inowrocławski,-,-,24,-,-,1.51,0,0,0,26,0,0,56,24,32,0,t0407,2023-12-27
kujawsko-pomorskie,lipnowski,-,-,2,-,-,0.3,0,0,0,1,0,0,2,2,0,0,t0408,2023-12-27
kujawsko-pomorskie,mogileński,-,-,4,-,-,0.88,0,0,0,0,0,0,4,4,0,0,t0409,2023-12-27
kujawsko-pomorskie,nakielski,-,-,9,-,-,1.04,0,0,0,13,0,0,20,9,11,0,t0410,2023-12-27
kujawsko-pomorskie,radziejowski,-,-,6,-,-,1.49,0,0,0,5,0,0,8,6,2,0,t0411,2023-12-27
kujawsko-pomorskie,rypiński,-,-,7,-,-,1.61,0,0,0,3,0,0,7,7,0,0,t0412,2023-12-27
kujawsko-pomorskie,sępoleński,-,-,7,-,-,1.71,0,0,0,8,0,0,9,8,1,0,t0413,2023-12-27
kujawsko-pomorskie,świecki,-,-,13,-,-,1.31,0,0,0,3,0,0,32,13,19,0,t0414,2023-12-27
kujawsko-pomorskie,toruński,-,-,12,-,-,1.1,0,0,0,30,0,0,56,14,42,0,t0415,2023-12-27
kujawsko-pomorskie,tucholski,-,-,0,-,-,0.0,0,0,0,0,0,0,2,0,2,0,t0416,2023-12-27
kujawsko-pomorskie,wąbrzeski,-,-,6,-,-,1.76,0,0,0,13,0,0,15,6,9,0,t0417,2023-12-27
kujawsko-pomorskie,włocławski,-,-,10,-,-,1.16,0,0,0,5,0,0,24,10,14,0,t0418,2023-12-27
kujawsko-pomorskie,żniński,-,-,7,-,-,1.0,0,0,0,7,0,0,8,7,1,0,t0419,2023-12-27
kujawsko-pomorskie,Bydgoszcz,-,-,24,-,-,0.69,3,0,3,34,0,0,84,28,56,0,t0461,2023-12-27
kujawsko-pomorskie,Grudziądz,-,-,15,-,-,1.59,0,0,0,9,0,0,19,15,4,0,t0462,2023-12-27
kujawsko-pomorskie,Toruń,-,-,18,-,-,0.9,1,0,1,20,0,0,77,19,58,0,t0463,2023-12-27
kujawsko-pomorskie,Włocławek,-,-,3,-,-,0.27,0,0,0,0,0,0,16,3,13,0,t0464,2023-12-27
lubelskie,bialski,-,-,22,-,-,1.99,0,0,0,27,0,0,53,22,31,0,t0601,2023-12-27
lubelskie,biłgorajski,-,-,11,-,-,1.09,0,0,0,11,0,0,19,11,8,0,t0602,2023-12-27
lubelskie,chełmski,-,-,9,-,-,1.16,0,0,0,9,0,0,11,9,2,0,t0603,2023-12-27
lubelskie,hrubieszowski,-,-,8,-,-,1.28,0,0,0,17,0,0,13,8,5,0,t0604,2023-12-27
lubelskie,janowski,-,-,7,-,-,1.54,0,0,0,7,0,0,13,8,5,0,t0605,2023-12-27
lubelskie,krasnostawski,-,-,0,-,-,0.0,0,0,0,0,0,0,2,0,2,0,t0606,2023-12-27
lubelskie,kraśnicki,-,-,14,-,-,1.47,0,0,0,18,0,0,24,14,10,0,t0607,2023-12-27
lubelskie,lubartowski,-,-,5,-,-,0.57,0,0,0,15,0,0,24,5,19,0,t0608,2023-12-27
lubelskie,lubelski,-,-,23,-,-,1.47,0,0,0,29,0,0,68,24,44,0,t0609,2023-12-27
lubelskie,łęczyński,-,-,4,-,-,0.7,0,0,0,2,0,0,8,5,3,0,t0610,2023-12-27
lubelskie,łukowski,-,-,12,-,-,1.13,0,0,0,7,0,0,22,13,9,0,t0611,2023-12-27
lubelskie,opolski,-,-,8,-,-,1.36,1,0,1,18,0,0,40,9,31,0,t0612,2023-12-27
lubelskie,parczewski,-,-,1,-,-,0.29,0,0,0,0,0,0,1,1,0,0,t0613,2023-12-27
