wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,1773,488,2261,0.46,0.13,0.59,31,12,19,4580,0,0,13279,2493,10753,33,t0000,2022-10-17
dolnośląskie,bolesławiecki,8,3,11,0.89,0.33,1.22,0,0,0,9,0,0,31,11,20,0,t0201,2022-10-17
dolnośląskie,dzierżoniowski,3,1,4,0.3,0.1,0.4,0,0,0,3,0,0,13,5,8,0,t0202,2022-10-17
dolnośląskie,głogowski,3,0,3,0.34,0.0,0.34,0,0,0,0,0,0,21,4,17,0,t0203,2022-10-17
dolnośląskie,górowski,4,0,4,1.15,0.0,1.15,0,0,0,7,0,0,11,4,7,0,t0204,2022-10-17
dolnośląskie,jaworski,1,0,1,0.2,0.0,0.2,0,0,0,0,0,0,5,1,4,0,t0205,2022-10-17
dolnośląskie,jeleniogórski,2,1,3,0.32,0.16,0.47,0,0,0,4,0,0,14,3,11,0,t0206,2022-10-17
dolnośląskie,kamiennogórski,3,0,3,0.7,0.0,0.7,0,0,0,3,0,0,4,3,1,0,t0207,2022-10-17
dolnośląskie,kłodzki,3,0,3,0.19,0.0,0.19,0,0,0,9,0,0,37,4,33,0,t0208,2022-10-17
dolnośląskie,legnicki,6,0,6,1.09,0.0,1.09,0,0,0,1,0,0,24,6,17,1,t0209,2022-10-17
dolnośląskie,lubański,3,0,3,0.55,0.0,0.55,0,0,0,5,0,0,9,3,6,0,t0210,2022-10-17
dolnośląskie,lubiński,6,4,10,0.57,0.38,0.94,0,0,0,19,0,0,28,11,17,0,t0211,2022-10-17
dolnośląskie,lwówecki,4,1,5,0.87,0.22,1.09,0,0,0,0,0,0,7,5,2,0,t0212,2022-10-17
dolnośląskie,milicki,1,0,1,0.27,0.0,0.27,0,0,0,0,0,0,7,1,6,0,t0213,2022-10-17
dolnośląskie,oleśnicki,7,1,8,0.65,0.09,0.75,1,1,0,9,0,0,24,8,16,0,t0214,2022-10-17
dolnośląskie,oławski,1,0,1,0.13,0.0,0.13,0,0,0,3,0,0,22,3,19,0,t0215,2022-10-17
