wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,11250,1445,12695,2.93,0.38,3.31,178,38,140,22686,14582,73567,86990,13858,72288,844,t0000,2022-03-14
dolnośląskie,bolesławiecki,23,5,28,2.55,0.56,3.11,2,0,2,41,16,136,246,29,214,3,t0201,2022-03-14
dolnośląskie,dzierżoniowski,9,2,11,0.9,0.2,1.09,1,0,1,41,22,102,183,14,169,0,t0202,2022-03-14
dolnośląskie,głogowski,9,3,12,1.01,0.34,1.35,1,0,1,27,12,198,181,13,168,0,t0203,2022-03-14
dolnośląskie,górowski,8,0,8,2.31,0.0,2.31,0,0,0,36,25,100,63,8,55,0,t0204,2022-03-14
dolnośląskie,jaworski,4,1,5,0.8,0.2,1.0,0,0,0,16,8,68,74,6,67,1,t0205,2022-03-14
dolnośląskie,jeleniogórski,9,0,9,1.42,0.0,1.42,0,0,0,24,15,66,90,11,79,0,t0206,2022-03-14
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,11,9,34,89,0,89,0,t0207,2022-03-14
dolnośląskie,kłodzki,10,2,12,0.64,0.13,0.76,0,0,0,47,17,148,211,13,198,0,t0208,2022-03-14
dolnośląskie,legnicki,6,2,8,1.09,0.36,1.45,0,0,0,17,7,92,96,9,87,0,t0209,2022-03-14
dolnośląskie,lubański,11,3,14,2.03,0.55,2.59,0,0,0,28,19,91,95,15,80,0,t0210,2022-03-14
dolnośląskie,lubiński,7,2,9,0.66,0.19,0.85,0,0,0,60,36,178,150,11,139,0,t0211,2022-03-14
dolnośląskie,lwówecki,13,2,15,2.84,0.44,3.28,0,0,0,55,22,94,149,17,130,2,t0212,2022-03-14
dolnośląskie,milicki,9,1,10,2.44,0.27,2.71,0,0,0,26,20,66,34,13,21,0,t0213,2022-03-14
dolnośląskie,oleśnicki,20,0,20,1.86,0.0,1.86,0,0,0,31,31,133,144,22,121,1,t0214,2022-03-14
dolnośląskie,oławski,11,2,13,1.43,0.26,1.69,0,0,0,37,33,158,117,15,101,1,t0215,2022-03-14
dolnośląskie,polkowicki,11,2,13,1.74,0.32,2.06,0,0,0,28,27,121,87,13,73,1,t0216,2022-03-14
dolnośląskie,strzeliński,10,3,13,2.3,0.69,2.99,0,0,0,45,24,106,89,14,74,1,t0217,2022-03-14
dolnośląskie,średzki,6,2,8,1.08,0.36,1.45,0,0,0,27,20,104,67,9,58,0,t0218,2022-03-14
dolnośląskie,świdnicki,15,4,19,0.96,0.26,1.21,3,0,3,32,24,182,252,21,230,1,t0219,2022-03-14
dolnośląskie,trzebnicki,23,3,26,2.69,0.35,3.04,1,1,0,38,22,152,122,27,94,1,t0220,2022-03-14
dolnośląskie,wałbrzyski,11,2,13,1.99,0.36,2.35,2,0,2,30,7,68,116,15,101,0,t0221,2022-03-14
dolnośląskie,wołowski,7,6,13,1.5,1.28,2.78,0,0,0,21,17,85,116,14,102,0,t0222,2022-03-14
