wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,3733,748,4481,0.97,0.2,1.17,20,6,14,4181,5,0,12175,4713,7418,44,t0000,2022-08-03
dolnośląskie,bolesławiecki,9,3,12,1.0,0.33,1.33,0,0,0,12,0,0,26,12,14,0,t0201,2022-08-03
dolnośląskie,dzierżoniowski,5,4,9,0.5,0.4,0.9,0,0,0,5,0,0,19,9,10,0,t0202,2022-08-03
dolnośląskie,głogowski,7,1,8,0.79,0.11,0.9,0,0,0,3,0,0,24,8,16,0,t0203,2022-08-03
dolnośląskie,górowski,2,0,2,0.58,0.0,0.58,0,0,0,4,0,0,5,2,3,0,t0204,2022-08-03
dolnośląskie,jaworski,3,0,3,0.6,0.0,0.6,0,0,0,3,0,0,6,3,3,0,t0205,2022-08-03
dolnośląskie,jeleniogórski,2,1,3,0.32,0.16,0.47,0,0,0,3,0,0,10,3,7,0,t0206,2022-08-03
dolnośląskie,kamiennogórski,4,1,5,0.93,0.23,1.16,0,0,0,1,0,0,5,5,0,0,t0207,2022-08-03
dolnośląskie,kłodzki,16,2,18,1.02,0.13,1.15,0,0,0,18,0,0,35,19,16,0,t0208,2022-08-03
dolnośląskie,legnicki,3,2,5,0.54,0.36,0.91,0,0,0,2,0,0,10,5,5,0,t0209,2022-08-03
dolnośląskie,lubański,2,2,4,0.37,0.37,0.74,0,0,0,4,0,0,5,4,1,0,t0210,2022-08-03
dolnośląskie,lubiński,20,2,22,1.88,0.19,2.07,0,0,0,24,0,0,39,22,17,0,t0211,2022-08-03
dolnośląskie,lwówecki,4,2,6,0.87,0.44,1.31,0,0,0,0,0,0,8,6,2,0,t0212,2022-08-03
dolnośląskie,milicki,1,0,1,0.27,0.0,0.27,0,0,0,1,0,0,2,1,1,0,t0213,2022-08-03
dolnośląskie,oleśnicki,9,2,11,0.84,0.19,1.02,0,0,0,14,0,0,33,11,22,0,t0214,2022-08-03
dolnośląskie,oławski,3,1,4,0.39,0.13,0.52,0,0,0,1,0,0,18,4,14,0,t0215,2022-08-03
dolnośląskie,polkowicki,7,0,7,1.11,0.0,1.11,0,0,0,5,0,0,18,7,11,0,t0216,2022-08-03
dolnośląskie,strzeliński,6,0,6,1.38,0.0,1.38,0,0,0,6,0,0,10,6,4,0,t0217,2022-08-03
dolnośląskie,średzki,3,1,4,0.54,0.18,0.72,0,0,0,3,0,0,7,4,3,0,t0218,2022-08-03
dolnośląskie,świdnicki,13,1,14,0.83,0.06,0.89,0,0,0,6,0,0,29,15,14,0,t0219,2022-08-03
dolnośląskie,trzebnicki,6,2,8,0.7,0.23,0.94,0,0,0,7,0,0,24,8,16,0,t0220,2022-08-03
dolnośląskie,wałbrzyski,2,3,5,0.36,0.54,0.9,0,0,0,5,0,0,9,5,4,0,t0221,2022-08-03
dolnośląskie,wołowski,3,1,4,0.64,0.21,0.86,0,0,0,0,0,0,5,4,1,0,t0222,2022-08-03
dolnośląskie,wrocławski,17,4,21,1.1,0.26,1.36,0,0,0,30,0,0,50,21,29,0,t0223,2022-08-03
dolnośląskie,ząbkowicki,6,2,8,0.93,0.31,1.24,0,0,0,12,0,0,29,8,21,0,t0224,2022-08-03
dolnośląskie,zgorzelecki,6,0,6,0.68,0.0,0.68,0,0,0,5,0,0,12,6,6,0,t0225,2022-08-03
dolnośląskie,złotoryjski,2,0,2,0.46,0.0,0.46,0,0,0,0,0,0,7,2,5,0,t0226,2022-08-03
dolnośląskie,Jelenia Góra,6,1,7,0.76,0.13,0.89,0,0,0,2,0,0,28,9,18,1,t0261,2022-08-03
dolnośląskie,Legnica,6,4,10,0.61,0.4,1.01,1,1,0,6,0,0,15,10,5,0,t0262,2022-08-03
dolnośląskie,Wrocław,85,10,95,1.32,0.16,1.48,2,2,0,109,0,0,253,101,151,1,t0264,2022-08-03
dolnośląskie,Wałbrzych,17,3,20,1.54,0.27,1.81,0,0,0,13,0,0,31,21,10,0,t0265,2022-08-03
kujawsko-pomorskie,aleksandrowski,4,2,6,0.73,0.36,1.09,0,0,0,3,0,0,8,6,2,0,t0401,2022-08-03
kujawsko-pomorskie,brodnicki,3,0,3,0.38,0.0,0.38,0,0,0,1,0,0,10,3,7,0,t0402,2022-08-03
kujawsko-pomorskie,bydgoski,8,3,11,0.67,0.25,0.92,0,0,0,18,0,0,38,11,27,0,t0403,2022-08-03
kujawsko-pomorskie,chełmiński,2,2,4,0.39,0.39,0.77,0,0,0,2,0,0,8,4,4,0,t0404,2022-08-03
kujawsko-pomorskie,golubsko-dobrzyński,3,1,4,0.67,0.22,0.89,0,0,0,2,0,0,8,4,4,0,t0405,2022-08-03
kujawsko-pomorskie,grudziądzki,0,1,1,0.0,0.25,0.25,0,0,0,2,0,0,3,1,2,0,t0406,2022-08-03
kujawsko-pomorskie,inowrocławski,10,7,17,0.63,0.44,1.07,0,0,0,16,0,0,38,17,21,0,t0407,2022-08-03
kujawsko-pomorskie,lipnowski,5,2,7,0.76,0.3,1.07,0,0,0,5,0,0,14,7,7,0,t0408,2022-08-03
kujawsko-pomorskie,mogileński,2,0,2,0.44,0.0,0.44,0,0,0,1,0,0,9,2,7,0,t0409,2022-08-03
kujawsko-pomorskie,nakielski,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,11,1,10,0,t0410,2022-08-03
kujawsko-pomorskie,radziejowski,4,0,4,0.99,0.0,0.99,0,0,0,3,0,0,12,5,7,0,t0411,2022-08-03
kujawsko-pomorskie,rypiński,2,1,3,0.46,0.23,0.69,0,0,0,2,0,0,3,3,0,0,t0412,2022-08-03
kujawsko-pomorskie,sępoleński,8,1,9,1.95,0.24,2.2,0,0,0,6,0,0,14,9,5,0,t0413,2022-08-03
kujawsko-pomorskie,świecki,9,1,10,0.91,0.1,1.01,0,0,0,10,0,0,20,11,9,0,t0414,2022-08-03
kujawsko-pomorskie,toruński,13,1,14,1.19,0.09,1.29,0,0,0,17,0,0,25,14,11,0,t0415,2022-08-03
kujawsko-pomorskie,tucholski,10,4,14,2.07,0.83,2.9,0,0,0,12,0,0,25,16,9,0,t0416,2022-08-03
kujawsko-pomorskie,wąbrzeski,2,2,4,0.59,0.59,1.17,0,0,0,4,0,0,4,4,0,0,t0417,2022-08-03
kujawsko-pomorskie,włocławski,5,0,5,0.58,0.0,0.58,0,0,0,3,0,0,16,5,11,0,t0418,2022-08-03
kujawsko-pomorskie,żniński,11,2,13,1.57,0.29,1.86,0,0,0,16,0,0,51,18,33,0,t0419,2022-08-03
kujawsko-pomorskie,Bydgoszcz,48,6,54,1.38,0.17,1.56,0,0,0,63,0,0,163,54,106,3,t0461,2022-08-03
kujawsko-pomorskie,Grudziądz,6,1,7,0.64,0.11,0.74,0,0,0,2,0,0,14,7,7,0,t0462,2022-08-03
kujawsko-pomorskie,Toruń,22,6,28,1.09,0.3,1.39,0,0,0,29,0,0,56,29,27,0,t0463,2022-08-03
kujawsko-pomorskie,Włocławek,11,10,21,1.01,0.91,1.92,0,0,0,3,0,0,44,21,23,0,t0464,2022-08-03
lubelskie,bialski,12,0,12,1.09,0.0,1.09,0,0,0,16,0,0,37,13,24,0,t0601,2022-08-03
lubelskie,biłgorajski,6,3,9,0.6,0.3,0.89,0,0,0,11,0,0,29,9,20,0,t0602,2022-08-03
lubelskie,chełmski,7,0,7,0.9,0.0,0.9,0,0,0,5,0,0,17,7,10,0,t0603,2022-08-03
