wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,645,146,791,0.17,0.04,0.21,12,1,11,1824,0,0,7806,883,6895,28,t0000,2022-10-27
dolnośląskie,bolesławiecki,2,0,2,0.22,0.0,0.22,0,0,0,7,0,0,23,2,21,0,t0201,2022-10-27
dolnośląskie,dzierżoniowski,2,0,2,0.2,0.0,0.2,0,0,0,1,0,0,4,2,2,0,t0202,2022-10-27
dolnośląskie,głogowski,2,0,2,0.23,0.0,0.23,0,0,0,1,0,0,18,2,16,0,t0203,2022-10-27
dolnośląskie,górowski,1,0,1,0.29,0.0,0.29,0,0,0,5,0,0,8,1,7,0,t0204,2022-10-27
dolnośląskie,jaworski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,7,0,t0205,2022-10-27
dolnośląskie,jeleniogórski,3,0,3,0.47,0.0,0.47,0,0,0,0,0,0,9,3,6,0,t0206,2022-10-27
dolnośląskie,kamiennogórski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,t0207,2022-10-27
dolnośląskie,kłodzki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,t0208,2022-10-27
dolnośląskie,legnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,11,0,t0209,2022-10-27
dolnośląskie,lubański,0,0,0,0.0,0.0,0.0,0,0,0,5,0,0,7,0,7,0,t0210,2022-10-27
dolnośląskie,lubiński,1,0,1,0.09,0.0,0.09,0,0,0,3,0,0,16,2,14,0,t0211,2022-10-27
dolnośląskie,lwówecki,3,0,3,0.66,0.0,0.66,0,0,0,1,0,0,8,3,5,0,t0212,2022-10-27
dolnośląskie,milicki,1,0,1,0.27,0.0,0.27,0,0,0,0,0,0,4,1,3,0,t0213,2022-10-27
dolnośląskie,oleśnicki,0,0,0,0.0,0.0,0.0,0,0,0,2,0,0,9,0,8,1,t0214,2022-10-27
dolnośląskie,oławski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,8,0,8,0,t0215,2022-10-27
dolnośląskie,polkowicki,2,0,2,0.32,0.0,0.32,0,0,0,1,0,0,4,2,2,0,t0216,2022-10-27
dolnośląskie,strzeliński,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,1,0,t0217,2022-10-27
dolnośląskie,średzki,1,0,1,0.18,0.0,0.18,0,0,0,2,0,0,5,1,4,0,t0218,2022-10-27
dolnośląskie,świdnicki,4,1,5,0.26,0.06,0.32,0,0,0,2,0,0,32,5,27,0,t0219,2022-10-27
dolnośląskie,trzebnicki,4,0,4,0.47,0.0,0.47,0,0,0,1,0,0,14,5,9,0,t0220,2022-10-27
dolnośląskie,wałbrzyski,2,1,3,0.36,0.18,0.54,0,0,0,2,0,0,11,4,6,1,t0221,2022-10-27
dolnośląskie,wołowski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,2,0,2,0,t0222,2022-10-27
dolnośląskie,wrocławski,4,0,4,0.26,0.0,0.26,0,0,0,9,0,0,25,4,21,0,t0223,2022-10-27
dolnośląskie,ząbkowicki,2,0,2,0.31,0.0,0.31,0,0,0,6,0,0,11,2,9,0,t0224,2022-10-27
dolnośląskie,zgorzelecki,0,0,0,0.0,0.0,0.0,0,0,0,4,0,0,7,0,7,0,t0225,2022-10-27
dolnośląskie,złotoryjski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0226,2022-10-27
dolnośląskie,Jelenia Góra,0,1,1,0.0,0.13,0.13,0,0,0,6,0,0,24,2,22,0,t0261,2022-10-27
dolnośląskie,Legnica,1,0,1,0.1,0.0,0.1,0,0,0,1,0,0,18,1,17,0,t0262,2022-10-27
dolnośląskie,Wrocław,15,5,20,0.23,0.08,0.31,0,0,0,40,0,0,97,21,76,0,t0264,2022-10-27
dolnośląskie,Wałbrzych,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,13,0,13,0,t0265,2022-10-27
kujawsko-pomorskie,aleksandrowski,1,0,1,0.18,0.0,0.18,0,0,0,2,0,0,41,1,40,0,t0401,2022-10-27
kujawsko-pomorskie,brodnicki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,6,0,t0402,2022-10-27
kujawsko-pomorskie,bydgoski,6,1,7,0.5,0.08,0.59,0,0,0,15,0,0,42,7,34,1,t0403,2022-10-27
kujawsko-pomorskie,chełmiński,0,0,0,0.0,0.0,0.0,0,0,0,7,0,0,8,0,8,0,t0404,2022-10-27
kujawsko-pomorskie,golubsko-dobrzyński,2,0,2,0.44,0.0,0.44,0,0,0,5,0,0,10,2,8,0,t0405,2022-10-27
kujawsko-pomorskie,grudziądzki,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,t0406,2022-10-27
kujawsko-pomorskie,inowrocławski,7,1,8,0.44,0.06,0.5,0,0,0,10,0,0,37,9,28,0,t0407,2022-10-27
kujawsko-pomorskie,lipnowski,1,0,1,0.15,0.0,0.15,0,0,0,0,0,0,3,1,2,0,t0408,2022-10-27
kujawsko-pomorskie,mogileński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,t0409,2022-10-27
kujawsko-pomorskie,nakielski,3,0,3,0.35,0.0,0.35,0,0,0,6,0,0,14,3,11,0,t0410,2022-10-27
kujawsko-pomorskie,radziejowski,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,6,0,6,0,t0411,2022-10-27
kujawsko-pomorskie,rypiński,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,3,0,3,0,t0412,2022-10-27
kujawsko-pomorskie,sępoleński,1,1,2,0.24,0.24,0.49,0,0,0,6,0,0,8,2,6,0,t0413,2022-10-27
kujawsko-pomorskie,świecki,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,8,0,8,0,t0414,2022-10-27
kujawsko-pomorskie,toruński,2,0,2,0.18,0.0,0.18,0,0,0,8,0,0,14,2,12,0,t0415,2022-10-27
kujawsko-pomorskie,tucholski,1,0,1,0.21,0.0,0.21,0,0,0,4,0,0,4,1,3,0,t0416,2022-10-27
kujawsko-pomorskie,wąbrzeski,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,1,2,0,t0417,2022-10-27
kujawsko-pomorskie,włocławski,1,0,1,0.12,0.0,0.12,0,0,0,2,0,0,10,2,8,0,t0418,2022-10-27
kujawsko-pomorskie,żniński,2,0,2,0.29,0.0,0.29,0,0,0,16,0,0,22,2,20,0,t0419,2022-10-27
kujawsko-pomorskie,Bydgoszcz,7,3,10,0.2,0.09,0.29,0,0,0,23,0,0,72,11,61,0,t0461,2022-10-27
kujawsko-pomorskie,Grudziądz,0,0,0,0.0,0.0,0.0,0,0,0,3,0,0,50,0,49,1,t0462,2022-10-27
kujawsko-pomorskie,Toruń,3,0,3,0.15,0.0,0.15,0,0,0,12,0,0,38,3,35,0,t0463,2022-10-27
kujawsko-pomorskie,Włocławek,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,10,0,10,0,t0464,2022-10-27
lubelskie,bialski,3,0,3,0.27,0.0,0.27,1,0,1,1,0,0,17,3,13,1,t0601,2022-10-27
lubelskie,biłgorajski,4,0,4,0.4,0.0,0.4,0,0,0,9,0,0,22,4,18,0,t0602,2022-10-27
lubelskie,chełmski,3,0,3,0.39,0.0,0.39,0,0,0,3,0,0,17,3,14,0,t0603,2022-10-27
