wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,4626,1235,5861,1.21,0.32,1.53,17,6,11,6839,0,0,17029,6155,10807,67,t0000,2022-09-14
dolnośląskie,bolesławiecki,19,3,22,2.11,0.33,2.44,0,0,0,21,0,0,63,25,38,0,t0201,2022-09-14
dolnośląskie,dzierżoniowski,10,2,12,0.99,0.2,1.19,0,0,0,6,0,0,30,13,16,1,t0202,2022-09-14
dolnośląskie,głogowski,10,2,12,1.13,0.23,1.35,0,0,0,5,0,0,30,12,18,0,t0203,2022-09-14
dolnośląskie,górowski,0,0,0,0.0,0.0,0.0,0,0,0,6,0,0,9,0,9,0,t0204,2022-09-14
dolnośląskie,jaworski,3,1,4,0.6,0.2,0.8,0,0,0,2,0,0,11,5,6,0,t0205,2022-09-14
dolnośląskie,jeleniogórski,5,0,5,0.79,0.0,0.79,0,0,0,7,0,0,16,5,11,0,t0206,2022-09-14
dolnośląskie,kamiennogórski,2,3,5,0.46,0.7,1.16,0,0,0,4,0,0,9,5,4,0,t0207,2022-09-14
dolnośląskie,kłodzki,0,3,3,0.0,0.19,0.19,0,0,0,6,0,0,20,3,17,0,t0208,2022-09-14
dolnośląskie,legnicki,3,1,4,0.54,0.18,0.72,0,0,0,3,0,0,16,4,12,0,t0209,2022-09-14
dolnośląskie,lubański,10,2,12,1.85,0.37,2.22,0,0,0,10,0,0,15,12,3,0,t0210,2022-09-14
dolnośląskie,lubiński,12,2,14,1.13,0.19,1.32,0,0,0,21,0,0,31,14,17,0,t0211,2022-09-14
dolnośląskie,lwówecki,6,2,8,1.31,0.44,1.75,0,0,0,4,0,0,9,8,1,0,t0212,2022-09-14
dolnośląskie,milicki,4,1,5,1.08,0.27,1.35,0,0,0,3,0,0,11,5,6,0,t0213,2022-09-14
dolnośląskie,oleśnicki,12,1,13,1.12,0.09,1.21,0,0,0,17,0,0,30,13,17,0,t0214,2022-09-14
dolnośląskie,oławski,3,0,3,0.39,0.0,0.39,0,0,0,3,0,0,13,3,10,0,t0215,2022-09-14
dolnośląskie,polkowicki,6,0,6,0.95,0.0,0.95,0,0,0,4,0,0,21,6,15,0,t0216,2022-09-14
dolnośląskie,strzeliński,1,0,1,0.23,0.0,0.23,0,0,0,4,0,0,11,2,9,0,t0217,2022-09-14
dolnośląskie,średzki,8,0,8,1.45,0.0,1.45,0,0,0,13,0,0,20,8,12,0,t0218,2022-09-14
dolnośląskie,świdnicki,2,2,4,0.13,0.13,0.26,0,0,0,3,0,0,28,4,24,0,t0219,2022-09-14
dolnośląskie,trzebnicki,8,4,12,0.94,0.47,1.41,0,0,0,15,0,0,34,12,21,1,t0220,2022-09-14
dolnośląskie,wałbrzyski,2,0,2,0.36,0.0,0.36,0,0,0,5,0,0,14,2,12,0,t0221,2022-09-14
dolnośląskie,wołowski,11,0,11,2.35,0.0,2.35,0,0,0,2,0,0,21,11,10,0,t0222,2022-09-14
dolnośląskie,wrocławski,23,5,28,1.49,0.32,1.82,0,0,0,37,0,0,63,28,34,1,t0223,2022-09-14
dolnośląskie,ząbkowicki,3,0,3,0.47,0.0,0.47,0,0,0,8,0,0,19,3,16,0,t0224,2022-09-14
dolnośląskie,zgorzelecki,7,2,9,0.79,0.23,1.01,0,0,0,12,0,0,19,9,9,1,t0225,2022-09-14
dolnośląskie,złotoryjski,7,3,10,1.62,0.69,2.31,0,0,0,7,0,0,21,10,11,0,t0226,2022-09-14
dolnośląskie,Jelenia Góra,5,5,10,0.63,0.63,1.27,0,0,0,9,0,0,32,11,21,0,t0261,2022-09-14
dolnośląskie,Legnica,10,0,10,1.01,0.0,1.01,0,0,0,7,0,0,23,10,13,0,t0262,2022-09-14
dolnośląskie,Wrocław,67,16,83,1.04,0.25,1.29,0,0,0,115,0,0,228,84,141,3,t0264,2022-09-14
dolnośląskie,Wałbrzych,4,2,6,0.36,0.18,0.54,0,0,0,5,0,0,22,6,16,0,t0265,2022-09-14
kujawsko-pomorskie,aleksandrowski,5,3,8,0.91,0.55,1.45,0,0,0,5,0,0,14,8,6,0,t0401,2022-09-14
kujawsko-pomorskie,brodnicki,2,1,3,0.25,0.13,0.38,0,0,0,2,0,0,11,3,8,0,t0402,2022-09-14
kujawsko-pomorskie,bydgoski,9,3,12,0.75,0.25,1.0,0,0,0,26,0,0,55,12,42,1,t0403,2022-09-14
kujawsko-pomorskie,chełmiński,9,1,10,1.74,0.19,1.93,0,0,0,14,0,0,21,10,11,0,t0404,2022-09-14
kujawsko-pomorskie,golubsko-dobrzyński,12,5,17,2.67,1.11,3.78,0,0,0,12,0,0,44,17,27,0,t0405,2022-09-14
kujawsko-pomorskie,grudziądzki,2,1,3,0.5,0.25,0.75,0,0,0,4,0,0,11,3,8,0,t0406,2022-09-14
kujawsko-pomorskie,inowrocławski,25,12,37,1.57,0.75,2.32,0,0,0,52,0,0,98,37,61,0,t0407,2022-09-14
kujawsko-pomorskie,lipnowski,13,2,15,1.98,0.3,2.29,0,0,0,15,0,0,37,15,22,0,t0408,2022-09-14
kujawsko-pomorskie,mogileński,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,12,0,12,0,t0409,2022-09-14
kujawsko-pomorskie,nakielski,9,0,9,1.04,0.0,1.04,0,0,0,10,0,0,21,9,12,0,t0410,2022-09-14
kujawsko-pomorskie,radziejowski,11,0,11,2.74,0.0,2.74,0,0,0,9,0,0,25,11,14,0,t0411,2022-09-14
kujawsko-pomorskie,rypiński,6,0,6,1.38,0.0,1.38,0,0,0,6,0,0,15,7,8,0,t0412,2022-09-14
kujawsko-pomorskie,sępoleński,3,1,4,0.73,0.24,0.98,0,0,0,4,0,0,9,5,4,0,t0413,2022-09-14
kujawsko-pomorskie,świecki,17,8,25,1.72,0.81,2.53,0,0,0,25,0,0,47,25,22,0,t0414,2022-09-14
kujawsko-pomorskie,toruński,18,10,28,1.65,0.92,2.57,0,0,0,50,0,0,60,29,31,0,t0415,2022-09-14
