wojewodztwo,powiat,liczba_nowych_zakazen,liczba_ponownych_zakazen,liczba_wszystkich_zakazen,liczba_nowych_zakazen_na_10_tys_mieszkancow,liczba_ponownych_zakazen_na_10_tys_mieszkancow,liczba_wszystkich_zakazen_na_10_tys_mieszkancow,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych,liczba_zlecen_poz,liczba_ozdrowiencow,liczba_osob_objetych_kwarantanna,liczba_wykonanych_testow,liczba_testow_z_wynikiem_pozytywnym,liczba_testow_z_wynikiem_negatywnym,liczba_pozostalych_testow,teryt,stan_rekordu_na
Cały kraj,Cały kraj,11423,1314,12737,2.98,0.34,3.32,199,54,145,13818,9870,75180,74365,13745,59625,995,t0000,2022-03-04
dolnośląskie,bolesławiecki,23,1,24,2.55,0.11,2.67,0,0,0,24,5,130,221,27,188,6,t0201,2022-03-04
dolnośląskie,dzierżoniowski,20,2,22,1.99,0.2,2.19,0,0,0,19,8,114,122,24,98,0,t0202,2022-03-04
dolnośląskie,głogowski,35,2,37,3.94,0.23,4.16,0,0,0,23,15,152,167,39,128,0,t0203,2022-03-04
dolnośląskie,górowski,13,2,15,3.75,0.58,4.32,0,0,0,23,8,81,57,15,41,1,t0204,2022-03-04
dolnośląskie,jaworski,18,1,19,3.6,0.2,3.8,0,0,0,13,20,68,93,20,71,2,t0205,2022-03-04
dolnośląskie,jeleniogórski,10,2,12,1.58,0.32,1.89,1,0,1,17,3,102,81,12,66,3,t0206,2022-03-04
dolnośląskie,kamiennogórski,12,1,13,2.79,0.23,3.02,0,0,0,6,17,39,56,13,43,0,t0207,2022-03-04
dolnośląskie,kłodzki,25,3,28,1.59,0.19,1.78,0,0,0,20,26,183,226,37,185,4,t0208,2022-03-04
dolnośląskie,legnicki,14,0,14,2.54,0.0,2.54,0,0,0,12,18,96,82,14,65,3,t0209,2022-03-04
dolnośląskie,lubański,8,2,10,1.48,0.37,1.85,0,0,0,22,11,87,52,11,40,1,t0210,2022-03-04
dolnośląskie,lubiński,20,5,25,1.88,0.47,2.36,0,0,0,28,29,163,156,25,127,4,t0211,2022-03-04
dolnośląskie,lwówecki,12,0,12,2.62,0.0,2.62,0,0,0,34,7,90,88,15,72,1,t0212,2022-03-04
